topic,term,ground_truth,method,prediction,candidates,num_final_candidates,time_seconds,exact_top1,exact_any,top_3_accuracy,top_5_accuracy,fuzzy_similarity,semantic_similarity,mrr
topic-4081,arbitration,dispute arbitration,llm_expansion_retrieval_llama3.2_3b_full,negotiation,"[""negotiation"", ""dispute resolution"", ""e-mediation"", ""disputes"", ""conflict resolution""]",5,0.6898055076599121,False,False,False,False,0.7027027027027026,0.7181524038314819,0.0
topic-3937,reasoning,logical argumentation,llm_expansion_retrieval_llama3.2_3b_full,logical argumentation,"[""logical argumentation"", ""Bayesian inference"", ""critical theorist"", ""critical analysis"", ""logical fallacies""]",5,0.6337399482727051,True,True,True,True,1.0,1.0000001192092896,1.0
topic-5627,aristoteles,Aristotle,llm_expansion_retrieval_llama3.2_3b_full,Aristotle,"[""Aristotle"", ""Scholastic philosopher"", ""contemporary philosopher"", ""literary philosopher"", ""scientific philosophy""]",5,0.7206089496612549,True,True,True,True,1.0,1.0,1.0
topic-2517,poverty,destitution,llm_expansion_retrieval_llama3.2_3b_full,welfare,"[""welfare"", ""welfare system"", ""welfare payments"", ""welfare politics"", ""welfare law""]",5,0.6330335140228271,False,False,False,False,0.2962962962962963,0.2428484857082367,0.0
topic-2519,asylum seekers,refugees,llm_expansion_retrieval_llama3.2_3b_full,refugees,"[""refugees"", ""immigrants"", ""Turkish immigrants"", ""immigration law"", ""humanitarian aid""]",5,0.68306565284729,True,True,True,True,1.0,1.0,1.0
topic-1309,asset liability management,balance sheet management,llm_expansion_retrieval_llama3.2_3b_full,risk management,"[""risk management"", ""financial management"", ""capital markets"", ""financial policy"", ""asset valuation""]",5,0.6612021923065186,False,False,False,False,0.6363636363636364,0.4918895959854126,0.0
topic-21,attitudes,mindset,llm_expansion_retrieval_llama3.2_3b_full,disposition,"[""disposition"", ""mindset"", ""feelings"", ""reasoning"", ""facial cues""]",5,0.6221754550933838,False,True,True,True,1.0,0.9999998807907104,0.5
topic-6701,auditory perception,hearing perception,llm_expansion_retrieval_llama3.2_3b_full,hearing perception,"[""hearing perception"", ""sound system study"", ""speech"", ""sensory awareness"", ""voice technology""]",5,0.666801929473877,True,True,True,True,1.0,1.0000001192092896,1.0
topic-3542,augustine,St. Augustine,llm_expansion_retrieval_llama3.2_3b_full,St. Augustine,"[""St. Augustine"", ""applied theology"", ""early theologians"", ""doctrinal theology"", ""theological literature""]",5,0.7434792518615723,True,True,True,True,1.0,1.0,1.0
topic-1313,automatic language analysis,computational linguistics,llm_expansion_retrieval_llama3.2_3b_full,text analysis,"[""text analysis"", ""language learning"", ""language processing systems"", ""automated parsing"", ""language science""]",5,0.7341413497924805,False,False,False,False,0.42105263157894735,0.710847020149231,0.0
topic-3966,automation,mechanization,llm_expansion_retrieval_llama3.2_3b_full,process optimization,"[""process optimization"", ""mechanization"", ""efficiency"", ""improvement"", ""manufacturing process management""]",5,0.630457878112793,False,True,True,True,1.0,1.000000238418579,0.5
topic-1905,autonomy and moral,self-governance and ethics,llm_expansion_retrieval_llama3.2_3b_full,self-governance and ethics,"[""self-governance and ethics"", ""self-governance"", ""moral philosophy"", ""responsibility law"", ""moral culpability""]",5,0.7341899871826172,True,True,True,True,1.0,1.0,1.0
topic-2527,bank - firm relationships,financial partnerships,llm_expansion_retrieval_llama3.2_3b_full,strategic partnerships,"[""strategic partnerships"", ""financial partnerships"", ""organizational structure"", ""inter-firm relationships"", ""organizational influence""]",5,0.6386480331420898,False,True,True,True,1.0,1.0,0.5
topic-5721,banking law,financial law,llm_expansion_retrieval_llama3.2_3b_full,financial regulation,"[""financial regulation"", ""financial law"", ""financial policy"", ""regulatory law"", ""regulatory economics""]",5,0.7170782089233398,False,True,True,True,1.0,1.0,0.5
topic-1316,banking systems,financial systems,llm_expansion_retrieval_llama3.2_3b_full,financial systems,"[""financial systems"", ""monetary authority"", ""financial structure"", ""credit infrastructure"", ""financial management""]",5,0.6412320137023926,True,True,True,True,1.0,1.000000238418579,1.0
topic-1318,primary education,elementary education,llm_expansion_retrieval_llama3.2_3b_full,elementary education,"[""elementary education"", ""schooling"", ""human development"", ""development"", ""development theories""]",5,0.6708557605743408,True,True,True,True,1.0,1.000000238418579,1.0
topic-5221,bayesian statistics,Bayesian inference,llm_expansion_retrieval_llama3.2_3b_full,Bayesian inference,"[""Bayesian inference"", ""decision analysis"", ""decision process"", ""statistical techniques"", ""statistical mathematics""]",5,0.7215685844421387,True,True,True,True,1.0,1.0000001192092896,1.0
topic-4283,corporate policy and strategy,business strategy,llm_expansion_retrieval_llama3.2_3b_full,business strategy,"[""business strategy"", ""business frameworks"", ""marketing strategy"", ""market strategy"", ""strategic planning""]",5,0.6599400043487549,True,True,True,True,1.0,1.000000238418579,1.0
topic-1998,business communication and ethics,corporate communication ethics,llm_expansion_retrieval_llama3.2_3b_full,corporate ethics,"[""corporate ethics"", ""corporate communication ethics"", ""corporate conscience"", ""ethical management"", ""professional ethics""]",5,0.6544442176818848,False,True,True,True,1.0,1.0000001192092896,0.5
topic-5551,business modelling,business analytics,llm_expansion_retrieval_llama3.2_3b_full,business strategy,"[""business strategy"", ""market analysis"", ""organizational structure"", ""marketing strategy"", ""market strategy""]",5,0.6774659156799316,False,False,False,False,0.6285714285714286,0.5581046342849731,0.0
topic-1320,business economics,managerial economics,llm_expansion_retrieval_llama3.2_3b_full,industrial economics,"[""industrial economics"", ""managerial economics"", ""financial economics"", ""business finance"", ""economic science""]",5,0.6611673831939697,False,True,True,True,1.0,1.0000001192092896,0.5
topic-1321,business ethics,corporate ethics,llm_expansion_retrieval_llama3.2_3b_full,corporate ethics,"[""corporate ethics"", ""conduct"", ""corporate conscience"", ""professional ethics"", ""moral philosophy""]",5,0.6858150959014893,True,True,True,True,1.0,1.0000001192092896,1.0
topic-2532,business studies,business administration,llm_expansion_retrieval_llama3.2_3b_full,business finance,"[""business finance"", ""business finance; global finance"", ""market analysis"", ""organizational studies"", ""organizational structure""]",5,0.6398382186889648,False,False,False,False,0.6666666666666667,0.5949974060058594,0.0
topic-15222,Firm relocation,business relocation,llm_expansion_retrieval_llama3.2_3b_full,business relocation,"[""business relocation"", ""organizational transformation"", ""corporate consolidation"", ""organizational growth"", ""adaptive organizations""]",5,0.649439811706543,True,True,True,True,1.0,1.0000001192092896,1.0
topic-7801,companies,businesses,llm_expansion_retrieval_llama3.2_3b_full,businesses,"[""businesses"", ""small businesses"", ""sociology of organizations"", ""organizational structure"", ""organizational studies""]",5,0.6384232044219971,True,True,True,True,1.0,0.9999998807907104,1.0
topic-8685,bounded rationality,limited rationality,llm_expansion_retrieval_llama3.2_3b_full,limited rationality,"[""limited rationality"", ""reasoning"", ""decision process"", ""logical argumentation"", ""simplification""]",5,0.7784531116485596,True,True,True,True,1.0,1.0000001192092896,1.0
topic-5681,information systems management,IT management,llm_expansion_retrieval_llama3.2_3b_full,IT management,"[""IT management"", ""information technology"", ""IT administration"", ""technology oversight"", ""governance""]",5,0.6795916557312012,True,True,True,True,1.0,1.0,1.0
topic-2536,taxes,levies,llm_expansion_retrieval_llama3.2_3b_full,assessment,"[""assessment"", ""income tax"", ""levies"", ""company tax"", ""earnings tax""]",5,0.6646738052368164,False,True,True,True,1.0,1.0,0.3333333333333333
topic-1327,tax law,fiscal law,llm_expansion_retrieval_llama3.2_3b_full,income tax,"[""income tax"", ""EU tax regulations"", ""financial regulation"", ""fiscal law"", ""global tax law""]",5,0.6533820629119873,False,True,False,True,1.0,1.0,0.25
topic-1328,investment,investing,llm_expansion_retrieval_llama3.2_3b_full,funding,"[""funding"", ""investing"", ""investment evaluation"", ""income allocation"", ""financial policy""]",5,0.6386351585388184,False,True,True,True,1.0,1.0,0.5
topic-11441,investor behaviour,Investor psychology,llm_expansion_retrieval_llama3.2_3b_full,risk management,"[""risk management"", ""investment theory"", ""Investor psychology"", ""investing"", ""investment evaluation""]",5,0.6937015056610107,False,True,True,True,1.0,1.0,0.3333333333333333
topic-6461,mutual fund,investment fund,llm_expansion_retrieval_llama3.2_3b_full,investment fund,"[""investment fund"", ""investment funds"", ""investing"", ""investment theory"", ""investment evaluation""]",5,0.762089729309082,True,True,True,True,1.0,1.0000001192092896,1.0
topic-1331,policy evaluation,policy analysis,llm_expansion_retrieval_llama3.2_3b_full,policy analysis,"[""policy analysis"", ""oversight"", ""regulatory law"", ""internal oversight"", ""regulatory economics""]",5,0.7329933643341064,True,True,True,True,1.0,1.0,1.0
topic-4681,mediation,conflict resolution,llm_expansion_retrieval_llama3.2_3b_full,dispute resolution,"[""dispute resolution"", ""dispute arbitration"", ""conflict resolution"", ""negotiation"", ""disputes""]",5,0.6989455223083496,False,True,True,True,1.0,1.000000238418579,0.3333333333333333
topic-9022,assertive outreach,proactive engagement,llm_expansion_retrieval_llama3.2_3b_full,proactive engagement,"[""proactive engagement"", ""aggression"", ""communication channels"", ""group interactions"", ""hostility""]",5,0.6700930595397949,True,True,True,True,1.0,0.9999999403953552,1.0
topic-2541,berber language,Tamazight,llm_expansion_retrieval_llama3.2_3b_full,Tamazight,"[""Tamazight"", ""Arabian"", ""Sub-Saharan region"", ""ancient Hebrew"", ""ethnic groups""]",5,0.7153711318969727,True,True,True,True,1.0,1.000000238418579,1.0
topic-1997,occupational ethics,professional ethics,llm_expansion_retrieval_llama3.2_3b_full,professional ethics,"[""professional ethics"", ""corporate ethics"", ""conduct"", ""ethical management"", ""occupational health""]",5,0.761847734451294,True,True,True,True,1.0,1.0,1.0
topic-15902,Occupational ethics for ministers,ministerial ethics,llm_expansion_retrieval_llama3.2_3b_full,spiritual leadership,"[""spiritual leadership"", ""ministerial ethics"", ""Pastoral Counseling Psychology"", ""spiritual guidance"", ""Ecclesiastical leadership""]",5,0.7880690097808838,False,True,True,True,1.0,1.0000001192092896,0.5
topic-4353,occupational diseases,work-related illnesses,llm_expansion_retrieval_llama3.2_3b_full,work-related illnesses,"[""work-related illnesses"", ""occupational health"", ""health psychology"", ""health policy"", ""long-term illnesses""]",5,0.7156252861022949,True,True,True,True,1.0,1.0,1.0
topic-16804,protected species,endangered species,llm_expansion_retrieval_llama3.2_3b_full,endangered species,"[""endangered species"", ""risk management"", ""ecological management"", ""ecological criminal law"", ""natural diversity""]",5,0.7159221172332764,True,True,True,True,1.0,1.0000001192092896,1.0
topic-2542,decision theory,decision analysis,llm_expansion_retrieval_llama3.2_3b_full,decision process,"[""decision process"", ""evolving game theory"", ""collaborative game theory"", ""process optimization"", ""decision analysis""]",5,0.6959881782531738,False,True,False,True,1.0,1.0000001192092896,0.2
topic-2643,decision support systems,decision aid systems,llm_expansion_retrieval_llama3.2_3b_full,knowledge systems,"[""knowledge systems"", ""strategic planning"", ""decision process"", ""decision aid systems"", ""business analytics""]",5,0.7025587558746338,False,True,False,True,1.0,0.9999998807907104,0.25
topic-6807,decision making,decision process,llm_expansion_retrieval_llama3.2_3b_full,strategic planning,"[""strategic planning"", ""policy analysis"", ""business strategy"", ""strategic partnerships"", ""public policy""]",5,0.654057502746582,False,False,False,False,0.42105263157894735,0.4499463438987732,0.0
topic-1337,information management and technology,information systems management,llm_expansion_retrieval_llama3.2_3b_full,information systems management,"[""information systems management"", ""IT management"", ""data management"", ""information technology"", ""data management systems""]",5,0.6962518692016602,True,True,True,True,1.0,1.0000001192092896,1.0
topic-1338,administrative reform,bureaucratic reform,llm_expansion_retrieval_llama3.2_3b_full,policy analysis,"[""policy analysis"", ""reorganisation"", ""administrative organisation"", ""public policy"", ""bureaucratic reform""]",5,0.6896605491638184,False,True,False,True,1.0,1.0,0.2
topic-1340,management of non-profit organisations,non-profit management,llm_expansion_retrieval_llama3.2_3b_full,charitable organizations,"[""charitable organizations"", ""non-profit management"", ""charitable sector"", ""administration"", ""oversight""]",5,0.7404472827911377,False,True,True,True,1.0,1.0000001192092896,0.5
topic-1341,public administration,administrative organisation,llm_expansion_retrieval_llama3.2_3b_full,governance,"[""governance"", ""public management"", ""administrative organisation"", ""administration"", ""regional administration""]",5,0.6684575080871582,False,True,True,True,1.0,1.0000001192092896,0.3333333333333333
topic-3792,administrative procedural law,administrative litigation,llm_expansion_retrieval_llama3.2_3b_full,regulatory law,"[""regulatory law"", ""governance"", ""regulatory economics"", ""bureaucratic reform"", ""legal governance""]",5,0.7397174835205078,False,False,False,False,0.31818181818181823,0.5195858478546143,0.0
topic-1342,administrative law,regulatory law,llm_expansion_retrieval_llama3.2_3b_full,regulatory law,"[""regulatory law"", ""public policy"", ""regulatory economics"", ""financial regulation"", ""administrative litigation""]",5,0.6882796287536621,True,True,True,True,1.0,1.0,1.0
topic-8942,consciousness,awareness,llm_expansion_retrieval_llama3.2_3b_full,self-awareness,"[""self-awareness"", ""awareness"", ""cognitive psychology"", ""sight perception"", ""language cognition""]",5,0.6398963928222656,False,True,True,True,1.0,1.0,0.5
topic-2278,bible (studies),biblical studies,llm_expansion_retrieval_llama3.2_3b_full,biblical studies,"[""biblical studies"", ""Bible interpretation"", ""New Testament studies"", ""religious studies"", ""Christian cultural studies""]",5,0.7952466011047363,True,True,True,True,1.0,1.0,1.0
topic-2332,bible as literature,scriptural literature,llm_expansion_retrieval_llama3.2_3b_full,biblical studies,"[""biblical studies"", ""Hebrew Bible"", ""New Testament studies"", ""Christian Scriptures"", ""religious studies""]",5,0.7299342155456543,False,False,False,False,0.5365853658536586,0.40163731575012207,0.0
topic-16882,Bible and culture,scriptural influence on culture,llm_expansion_retrieval_llama3.2_3b_full,religious tradition,"[""religious tradition"", ""religious sociology"", ""Christian Scriptures"", ""scriptural influence on culture"", ""heritage and progress""]",5,0.7987451553344727,False,True,False,True,1.0,1.0000001192092896,0.25
topic-2330,bible translations,scripture translations,llm_expansion_retrieval_llama3.2_3b_full,Bible interpretation,"[""Bible interpretation"", ""Christian Scriptures"", ""early Christian texts"", ""theological literature"", ""interpretation""]",5,0.7085170745849609,False,False,False,False,0.5555555555555556,0.740384578704834,0.0
topic-1344,bible studies; exegesis,Bible interpretation,llm_expansion_retrieval_llama3.2_3b_full,Bible interpretation,"[""Bible interpretation"", ""scriptural literature"", ""interpretation"", ""theological literature"", ""scripture translations""]",5,0.7333848476409912,True,True,True,True,1.0,1.0,1.0
topic-1346,bible studies; new testament,New Testament studies,llm_expansion_retrieval_llama3.2_3b_full,Bible interpretation,"[""Bible interpretation"", ""Christian Scriptures"", ""New Testament studies"", ""scripture translations"", ""early Christian texts""]",5,0.7201342582702637,False,True,True,True,1.0,1.0000001192092896,0.3333333333333333
topic-1348,biodiversity,natural diversity,llm_expansion_retrieval_llama3.2_3b_full,natural diversity,"[""natural diversity"", ""diversity"", ""cultural diversity"", ""heritage and progress"", ""diverse society""]",5,0.6818406581878662,True,True,True,True,1.0,1.0000001192092896,1.0
topic-12123,"Blanchot, Maurice (1907-2003)",literary philosopher,llm_expansion_retrieval_llama3.2_3b_full,post-structuralism,"[""post-structuralism"", ""existential philosopher"", ""literary philosopher"", ""contemporary philosopher"", ""Scholastic philosopher""]",5,0.7591416835784912,False,True,True,True,1.0,1.0,0.3333333333333333
topic-1351,urban planning and building law,city planning regulations,llm_expansion_retrieval_llama3.2_3b_full,city planning regulations,"[""city planning regulations"", ""Municipal governance"", ""city planning"", ""local government law"", ""municipal finance""]",5,0.8303492069244385,True,True,True,True,1.0,0.9999999403953552,1.0
topic-1352,brabant,Brabant region,llm_expansion_retrieval_llama3.2_3b_full,Dutch language,"[""Dutch language"", ""local history"", ""Brabant region"", ""city history"", ""developing countries""]",5,0.6468110084533691,False,True,True,True,1.0,0.9999998807907104,0.3333333333333333
topic-1402,Letter of James,Epistle of James,llm_expansion_retrieval_llama3.2_3b_full,Epistle of James,"[""Epistle of James"", ""Hebrew Bible"", ""ancient Hebrew"", ""New Testament studies"", ""scripture translations""]",5,0.8900618553161621,True,True,True,True,1.0,1.0,1.0
topic-1356,law of civil procedure,civil litigation law,llm_expansion_retrieval_llama3.2_3b_full,civil litigation law,"[""civil litigation law"", ""civil law"", ""Civil law methodology"", ""disputes"", ""legal procedure""]",5,0.8350954055786133,True,True,True,True,1.0,1.0,1.0
topic-1357,civil law,non-criminal law,llm_expansion_retrieval_llama3.2_3b_full,criminal code,"[""criminal code"", ""South African legal system"", ""legal informatics"", ""legal governance"", ""global law""]",5,0.6851179599761963,False,False,False,False,0.6206896551724138,0.5483696460723877,0.0
topic-17103,Citizens Participation,public involvement,llm_expansion_retrieval_llama3.2_3b_full,Participatory governance,"[""Participatory governance"", ""governance"", ""public involvement"", ""civic community"", ""proactive engagement""]",5,0.6821048259735107,False,True,True,True,1.0,1.000000238418579,0.3333333333333333
topic-13521,citizenship,nationality,llm_expansion_retrieval_llama3.2_3b_full,nationality,"[""nationality"", ""immigration law"", ""ethnic groups"", ""immigrants"", ""promotion""]",5,0.611457347869873,True,True,True,True,1.0,1.0,1.0
topic-9901,burnout,exhaustion,llm_expansion_retrieval_llama3.2_3b_full,exhaustion,"[""exhaustion"", ""emotional exhaustion"", ""stress management"", ""tiredness"", ""stress control""]",5,0.6936690807342529,True,True,True,True,1.0,1.0000001192092896,1.0
topic-15463,Business Process Management,process optimization,llm_expansion_retrieval_llama3.2_3b_full,process optimization,"[""process optimization"", ""manufacturing process management"", ""organizational transformation"", ""adaptive organizations"", ""corporate management""]",5,0.6843855381011963,True,True,True,True,1.0,1.0,1.0
topic-9783,business transactions,commercial dealings,llm_expansion_retrieval_llama3.2_3b_full,commercial dealings,"[""commercial dealings"", ""financial instruments"", ""financial law"", ""financial management"", ""financial systems""]",5,0.6642520427703857,True,True,True,True,1.0,1.000000238418579,1.0
topic-2564,collective labour agreements,union contracts,llm_expansion_retrieval_llama3.2_3b_full,union contracts,"[""union contracts"", ""contract law"", ""employment law"", ""labor unions"", ""employment policy""]",5,0.7316312789916992,True,True,True,True,1.0,1.0000001192092896,1.0
