topic,term,ground_truth,method,prediction,candidates,num_final_candidates,time_seconds,exact_top1,exact_any,top_3_accuracy,top_5_accuracy,fuzzy_similarity,semantic_similarity,mrr
topic-4079,administrative law,regulatory law,llm_rerank_llama3.2_3b_full,administration,"[""administration"", ""authority"", ""business administration"", ""local government law"", ""EU administrative law""]",5,1.2274043560028076,False,False,False,False,0.5142857142857142,0.42742490768432617,0.0
topic-2276,adorno,critical theorist,llm_rerank_llama3.2_3b_full,Marxist theory,"[""Marxist theory"", ""Marxism"", ""Teutonic"", ""Castilian"", ""Jacob""]",5,1.2529399394989014,False,False,False,False,0.5806451612903225,0.5308240652084351,0.0
topic-2250,africa,Sub-Saharan region,llm_rerank_llama3.2_3b_full,Sub-Saharan region,"[""Sub-Saharan region"", ""nationhood"", ""developing countries"", ""refugees"", ""ethnic groups""]",5,2.6080517768859863,True,True,True,True,1.0,1.0,1.0
topic-1280,agricultural economy,agricultural economics,llm_rerank_llama3.2_3b_full,agricultural economics,"[""agricultural economics"", ""farming"", ""employment economics"", ""economic development"", ""ecological economics""]",5,1.286644458770752,True,True,True,True,1.0,1.0,1.0
topic-7782,aggression,hostility,llm_rerank_llama3.2_3b_full,hostility,"[""hostility"", ""tension"", ""interpersonal skills"", ""self-control"", ""remorse""]",5,1.2401509284973145,True,True,True,True,1.0,0.9999997615814209,1.0
topic-5124,alcohol addiction,alcohol dependence,llm_rerank_llama3.2_3b_full,alcohol dependence,"[""alcohol dependence"", ""substance dependence"", ""rehabilitation"", ""emotional exhaustion"", ""self-control""]",5,1.6607236862182617,True,True,True,True,1.0,1.0000001192092896,1.0
topic-2500,general econometrics,economic statistics,llm_rerank_llama3.2_3b_full,economic statistics,"[""economic statistics"", ""economic modeling"", ""global economics"", ""national economics"", ""behavioral economics""]",5,1.240830898284912,True,True,True,True,1.0,1.0,1.0
topic-2501,alliances and joint ventures,strategic partnerships,llm_rerank_llama3.2_3b_full,strategic partnerships,"[""strategic partnerships"", ""inter-firm relationships"", ""Cooperation"", ""commercial dealings"", ""businesses""]",5,1.2450611591339111,True,True,True,True,1.0,1.0000001192092896,1.0
topic-1285,foreigners,strangers,llm_rerank_llama3.2_3b_full,immigrants,"[""immigrants"", ""refugees"", ""asylum seekers"", ""ethnic groups"", ""minority cultures""]",5,1.6703879833221436,False,False,False,False,0.4705882352941176,0.36317044496536255,0.0
topic-10501,americanization,Americanisation,llm_rerank_llama3.2_3b_full,Americanisation,"[""Americanisation"", ""modernisation"", ""cultural adaptation"", ""global culture"", ""international integration""]",5,1.1477904319763184,True,True,True,True,1.0,1.0,1.0
topic-9362,anxiety,worry,llm_rerank_llama3.2_3b_full,emotional exhaustion,"[""emotional exhaustion"", ""stress management"", ""psychological disorders"", ""worry"", ""stress control""]",5,1.7569000720977783,False,True,False,True,1.0,1.0000003576278687,0.25
topic-16802,"Antarctic, Arctic, Polar Regions",polar areas,llm_rerank_llama3.2_3b_full,polar areas,"[""polar areas"", ""natural diversity"", ""spatial economics"", ""power sources"", ""emerging economies""]",5,1.317291498184204,True,True,True,True,1.0,1.0,1.0
topic-1290,"anthropology and philosophy of religion, relation",relationship between anthropology and religious philosophy,llm_rerank_llama3.2_3b_full,relationship between anthropology and religious philosophy,"[""relationship between anthropology and religious philosophy"", ""religious philosophy"", ""cultural philosophy"", ""cross-cultural theology"", ""Christian cultural studies""]",5,1.4428071975708008,True,True,True,True,1.0,1.0,1.0
topic-1291,arabic,Arabian,llm_rerank_llama3.2_3b_full,Arabian,"[""Arabian"", ""Tanakh"", ""Islamic studies"", ""minority languages"", ""linguistic morphology""]",5,1.3783009052276611,True,True,True,True,1.0,1.0,1.0
topic-1292,labour and health,occupational health,llm_rerank_llama3.2_3b_full,occupational health,"[""occupational health"", ""work-related illnesses"", ""health economics"", ""employment conditions"", ""worker participation""]",5,2.09591007232666,True,True,True,True,1.0,1.0,1.0
topic-1293,industrial and organisational psychology,work psychology,llm_rerank_llama3.2_3b_full,industrial psychology,"[""industrial psychology"", ""occupational psychology"", ""work psychology"", ""organizational studies"", ""theoretical psychology""]",5,1.9524157047271729,False,True,True,True,1.0,1.000000238418579,0.3333333333333333
topic-6581,working hours,working time,llm_rerank_llama3.2_3b_full,workweek reduction,"[""workweek reduction"", ""employment conditions"", ""work-life balance"", ""worker participation"", ""employment participation""]",5,1.2467739582061768,False,False,False,False,0.48275862068965514,0.5264949798583984,0.0
topic-1296,labour economics,employment economics,llm_rerank_llama3.2_3b_full,employment economics,"[""employment economics"", ""industrial economics"", ""government economics"", ""national economics"", ""managerial economics""]",5,1.2137112617492676,True,True,True,True,1.0,1.0000001192092896,1.0
topic-2201,labour market,employment market,llm_rerank_llama3.2_3b_full,employment market,"[""employment market"", ""employment economics"", ""employment conditions"", ""employment policy"", ""employment issues""]",5,1.216111660003662,True,True,True,True,1.0,1.0000001192092896,1.0
topic-6603,labour market policy,employment policy,llm_rerank_llama3.2_3b_full,employment policy,"[""employment policy"", ""employment market"", ""employment economics"", ""policy analysis"", ""government economics""]",5,1.2344789505004883,True,True,True,True,1.0,0.9999998807907104,1.0
topic-1298,labour market issues,employment issues,llm_rerank_llama3.2_3b_full,employment issues,"[""employment issues"", ""employment market"", ""employment conditions"", ""employment policy"", ""employment economics""]",5,1.9020087718963623,True,True,True,True,1.0,1.000000238418579,1.0
topic-1299,job motivation,work motivation,llm_rerank_llama3.2_3b_full,work motivation,"[""work motivation"", ""worker participation"", ""employee development"", ""workplace loyalty"", ""employment participation""]",5,1.2211241722106934,True,True,True,True,1.0,1.0000001192092896,1.0
topic-6661,working conditions,employment conditions,llm_rerank_llama3.2_3b_full,employment conditions,"[""employment conditions"", ""employment issues"", ""work-life conflict"", ""employment policy"", ""employment law""]",5,1.1106717586517334,True,True,True,True,1.0,1.0,1.0
topic-1300,work participation,employment participation,llm_rerank_llama3.2_3b_full,worker participation,"[""worker participation"", ""employment participation"", ""collaborative work"", ""labor unions"", ""workweek reduction""]",5,1.2605173587799072,False,True,True,True,1.0,1.0,0.5
topic-1301,labour law,employment law,llm_rerank_llama3.2_3b_full,employment law,"[""employment law"", ""business law"", ""contract law"", ""civil law"", ""economic law""]",5,1.2022249698638916,True,True,True,True,1.0,0.9999999403953552,1.0
topic-1303,reduction of working hours,workweek reduction,llm_rerank_llama3.2_3b_full,workweek reduction,"[""workweek reduction"", ""work-life balance"", ""working time"", ""employment conditions"", ""worker participation""]",5,2.3341000080108643,True,True,True,True,1.0,1.000000238418579,1.0
topic-1302,industrial/labour relations,employment relations,llm_rerank_llama3.2_3b_full,employment relations,"[""employment relations"", ""labor unions"", ""union contracts"", ""employment economics"", ""inter-firm relationships""]",5,1.6288623809814453,True,True,True,True,1.0,0.9999998807907104,1.0
topic-1305,working conditions creation,quality of worklife,llm_rerank_llama3.2_3b_full,employment conditions,"[""employment conditions"", ""employment policy"", ""employment law"", ""employment issues"", ""work quality""]",5,1.201845645904541,False,False,False,False,0.4516129032258065,0.7699531316757202,0.0
topic-1306,labour issues,employment issues,llm_rerank_llama3.2_3b_full,employment issues,"[""employment issues"", ""employment conditions"", ""employment economics"", ""employment participation"", ""worker participation""]",5,1.1406962871551514,True,True,True,True,1.0,1.000000238418579,1.0
topic-4081,arbitration,dispute arbitration,llm_rerank_llama3.2_3b_full,dispute arbitration,"[""dispute arbitration"", ""conflict resolution"", ""dispute resolution"", ""negotiation"", ""judiciary""]",5,2.012021064758301,True,True,True,True,1.0,1.000000238418579,1.0
topic-3937,reasoning,logical argumentation,llm_rerank_llama3.2_3b_full,cognitive psychology,"[""cognitive psychology"", ""mental philosophy"", ""machine intelligence"", ""logical argumentation"", ""theory of knowledge""]",5,1.3070588111877441,False,True,False,True,1.0,1.0000001192092896,0.25
topic-5627,aristoteles,Aristotle,llm_rerank_llama3.2_3b_full,Aristotle,"[""Aristotle"", ""classical language"", ""Koine Greek"", ""ecclesiastical Latin"", ""Teutonic""]",5,1.0065820217132568,True,True,True,True,1.0,1.0,1.0
topic-2517,poverty,destitution,llm_rerank_llama3.2_3b_full,income disparity,"[""income disparity"", ""welfare system"", ""social disparity"", ""economic development"", ""family economics""]",5,1.2365572452545166,False,False,False,False,0.2962962962962963,0.23750784993171692,0.0
topic-2519,asylum seekers,refugees,llm_rerank_llama3.2_3b_full,refugees,"[""refugees"", ""immigrants"", ""survivors"", ""humanitarian aid"", ""welfare""]",5,2.4466991424560547,True,True,True,True,1.0,1.0,1.0
topic-1309,asset liability management,balance sheet management,llm_rerank_llama3.2_3b_full,risk management,"[""risk management"", ""financial management"", ""balance sheet management"", ""financial composition"", ""financial structure""]",5,1.2455205917358398,False,True,True,True,1.0,1.000000238418579,0.3333333333333333
topic-21,attitudes,mindset,llm_rerank_llama3.2_3b_full,mindset,"[""mindset"", ""persuasion"", ""Social understanding"", ""consumer psychology"", ""cognitive psychology""]",5,1.650430679321289,True,True,True,True,1.0,0.9999998807907104,1.0
topic-6701,auditory perception,hearing perception,llm_rerank_llama3.2_3b_full,hearing perception,"[""hearing perception"", ""sensory awareness"", ""psycholinguistics"", ""cognitive psychology"", ""neurocognitive psychology""]",5,1.383720874786377,True,True,True,True,1.0,1.0000001192092896,1.0
topic-3542,augustine,St. Augustine,llm_rerank_llama3.2_3b_full,St. Augustine,"[""St. Augustine"", ""ecclesiastical Latin"", ""Christian history"", ""ecclesiastical history"", ""early theologians""]",5,0.8316495418548584,True,True,True,True,1.0,0.9999999403953552,1.0
topic-1313,automatic language analysis,computational linguistics,llm_rerank_llama3.2_3b_full,language processing systems,"[""language processing systems"", ""automated parsing"", ""computational linguistics"", ""linguistic morphology"", ""machine semantics""]",5,1.8722922801971436,False,True,True,True,1.0,1.0,0.3333333333333333
topic-3966,automation,mechanization,llm_rerank_llama3.2_3b_full,automated learning,"[""automated learning"", ""automated parsing"", ""autonomous learning"", ""smart interfaces"", ""machine intelligence""]",5,1.8924837112426758,False,False,False,False,0.48484848484848486,0.33298829197883606,0.0
topic-1905,autonomy and moral,self-governance and ethics,llm_rerank_llama3.2_3b_full,self-governance,"[""self-governance"", ""moral philosophy"", ""self-governance and ethics"", ""professional ethics"", ""corporate ethics""]",5,1.862905740737915,False,True,True,True,1.0,1.0,0.3333333333333333
topic-2527,bank - firm relationships,financial partnerships,llm_rerank_llama3.2_3b_full,financial partnerships,"[""financial partnerships"", ""inter-firm relationships"", ""financial structure"", ""business finance"", ""financial instruments""]",5,1.882810115814209,True,True,True,True,1.0,1.0,1.0
topic-5721,banking law,financial law,llm_rerank_llama3.2_3b_full,financial regulation,"[""financial regulation"", ""regulatory law"", ""business law"", ""economic law"", ""financial instruments""]",5,1.1409294605255127,False,False,False,False,0.7272727272727273,0.7639672756195068,0.0
topic-1316,banking systems,financial systems,llm_rerank_llama3.2_3b_full,financial systems,"[""financial systems"", ""financial instruments"", ""financial management"", ""financial accounting"", ""financial auditing""]",5,1.1952168941497803,True,True,True,True,1.0,1.000000238418579,1.0
topic-1318,primary education,elementary education,llm_rerank_llama3.2_3b_full,elementary education,"[""elementary education"", ""schooling"", ""linguistic education"", ""native language education"", ""skills training""]",5,1.2488775253295898,True,True,True,True,1.0,1.000000238418579,1.0
topic-5221,bayesian statistics,Bayesian inference,llm_rerank_llama3.2_3b_full,Bayesian inference,"[""Bayesian inference"", ""parameter estimation"", ""statistical mathematics"", ""research methods and statistics"", ""statistical techniques""]",5,1.8563148975372314,True,True,True,True,1.0,1.0000001192092896,1.0
topic-4283,corporate policy and strategy,business strategy,llm_rerank_llama3.2_3b_full,strategic planning,"[""strategic planning"", ""business strategy"", ""marketing strategy"", ""market strategy"", ""commercial policy""]",5,1.38917875289917,False,True,True,True,1.0,1.000000238418579,0.5
topic-1998,business communication and ethics,corporate communication ethics,llm_rerank_llama3.2_3b_full,corporate communication ethics,"[""corporate communication ethics"", ""professional ethics"", ""ethical marketing"", ""ethical management"", ""journalistic ethics""]",5,1.60206937789917,True,True,True,True,1.0,1.0000001192092896,1.0
topic-5551,business modelling,business analytics,llm_rerank_llama3.2_3b_full,financial modeling,"[""financial modeling"", ""economic modeling"", ""business frameworks"", ""business strategy"", ""business analytics""]",5,1.083601713180542,False,True,False,True,1.0,1.0,0.2
topic-1320,business economics,managerial economics,llm_rerank_llama3.2_3b_full,managerial economics,"[""managerial economics"", ""financial economics"", ""global economics"", ""industrial economics"", ""government economics""]",5,1.4757671356201172,True,True,True,True,1.0,1.0000001192092896,1.0
topic-1321,business ethics,corporate ethics,llm_rerank_llama3.2_3b_full,professional ethics,"[""professional ethics"", ""corporate ethics"", ""ethical management"", ""social ethics"", ""healthcare ethics""]",5,1.1487929821014404,False,True,True,True,1.0,1.0000001192092896,0.5
topic-2532,business studies,business administration,llm_rerank_llama3.2_3b_full,business administration,"[""business administration"", ""corporate management"", ""business finance"", ""business creation"", ""business law""]",5,1.1830143928527832,True,True,True,True,1.0,0.9999999403953552,1.0
topic-15222,Firm relocation,business relocation,llm_rerank_llama3.2_3b_full,corporate consolidation,"[""corporate consolidation"", ""reorganisation"", ""business relocation"", ""inter-firm relationships"", ""organizational transformation""]",5,1.2795510292053223,False,True,True,True,1.0,1.000000238418579,0.3333333333333333
topic-7801,companies,businesses,llm_rerank_llama3.2_3b_full,businesses,"[""businesses"", ""corporate management"", ""small businesses"", ""business administration"", ""organizational structure""]",5,1.116356611251831,True,True,True,True,1.0,0.9999998807907104,1.0
topic-8685,bounded rationality,limited rationality,llm_rerank_llama3.2_3b_full,limited rationality,"[""limited rationality"", ""critical analysis"", ""analytical philosophy"", ""meaning analysis"", ""jurisprudence""]",5,1.8603711128234863,True,True,True,True,1.0,1.0000001192092896,1.0
topic-5681,information systems management,IT management,llm_rerank_llama3.2_3b_full,IT management,"[""IT management"", ""information technology"", ""data management"", ""IT administration"", ""information and communication technology""]",5,1.5175020694732666,True,True,True,True,1.0,1.0000001192092896,1.0
topic-2536,taxes,levies,llm_rerank_llama3.2_3b_full,income tax,"[""income tax"", ""value-added tax"", ""company tax"", ""asset tax"", ""fiscal law""]",5,1.1781363487243652,False,False,False,False,0.2857142857142857,0.1613861322402954,0.0
topic-1327,tax law,fiscal law,llm_rerank_llama3.2_3b_full,fiscal law,"[""fiscal law"", ""business law"", ""economic law"", ""financial law"", ""income tax""]",5,1.4453978538513184,True,True,True,True,1.0,1.0,1.0
topic-1328,investment,investing,llm_rerank_llama3.2_3b_full,investing,"[""investing"", ""investment fund"", ""stock market"", ""investment evaluation"", ""financial economics""]",5,1.2254679203033447,True,True,True,True,1.0,1.0,1.0
topic-11441,investor behaviour,Investor psychology,llm_rerank_llama3.2_3b_full,Behavioral finance,"[""Behavioral finance"", ""Investor psychology"", ""financial economics"", ""capital markets"", ""investment theory""]",5,1.1776883602142334,False,True,True,True,1.0,1.0,0.5
topic-6461,mutual fund,investment fund,llm_rerank_llama3.2_3b_full,investment fund,"[""investment fund"", ""shares"", ""stock market"", ""investment funds"", ""financial economics""]",5,1.4121527671813965,True,True,True,True,1.0,1.0000001192092896,1.0
topic-1331,policy evaluation,policy analysis,llm_rerank_llama3.2_3b_full,policy analysis,"[""policy analysis"", ""public policy"", ""investment evaluation"", ""health policy"", ""commercial policy""]",5,1.2249536514282227,True,True,True,True,1.0,1.0,1.0
topic-4681,mediation,conflict resolution,llm_rerank_llama3.2_3b_full,conflict resolution,"[""conflict resolution"", ""dispute resolution"", ""interpersonal process"", ""e-mediation"", ""advocacy""]",5,1.1908481121063232,True,True,True,True,1.0,1.000000238418579,1.0
topic-9022,assertive outreach,proactive engagement,llm_rerank_llama3.2_3b_full,persuasion,"[""persuasion"", ""advocacy"", ""faith-based communication"", ""spiritual counseling"", ""Pastoral Counseling Psychology""]",5,1.746708869934082,False,False,False,False,0.35,0.3671664595603943,0.0
topic-2541,berber language,Tamazight,llm_rerank_llama3.2_3b_full,Regional language and society,"[""Regional language and society"", ""minority languages"", ""Sub-Saharan region"", ""ethnic groups"", ""classical language""]",5,1.3857989311218262,False,False,False,False,0.2962962962962963,0.18395841121673584,0.0
topic-1997,occupational ethics,professional ethics,llm_rerank_llama3.2_3b_full,professional ethics,"[""professional ethics"", ""corporate ethics"", ""ethical management"", ""healthcare ethics"", ""tech ethics""]",5,1.176018238067627,True,True,True,True,1.0,1.0,1.0
topic-15902,Occupational ethics for ministers,ministerial ethics,llm_rerank_llama3.2_3b_full,ministerial ethics,"[""ministerial ethics"", ""professional ethics"", ""social ethics"", ""corporate ethics"", ""healthcare ethics""]",5,1.746568202972412,True,True,True,True,1.0,1.0000001192092896,1.0
topic-4353,occupational diseases,work-related illnesses,llm_rerank_llama3.2_3b_full,work-related illnesses,"[""work-related illnesses"", ""employment conditions"", ""psychological disorders"", ""industrial psychology"", ""work psychology""]",5,1.200066328048706,True,True,True,True,1.0,1.0,1.0
topic-16804,protected species,endangered species,llm_rerank_llama3.2_3b_full,endangered species,"[""endangered species"", ""ecological law"", ""global environmental law"", ""ecological policy"", ""ecological management""]",5,1.9643454551696777,True,True,True,True,1.0,1.0000001192092896,1.0
topic-2542,decision theory,decision analysis,llm_rerank_llama3.2_3b_full,economic theory,"[""economic theory"", ""investment theory"", ""cognitive psychology theory"", ""theory of knowledge"", ""organizational theory""]",5,1.1656792163848877,False,False,False,False,0.375,0.3732936680316925,0.0
topic-2643,decision support systems,decision aid systems,llm_rerank_llama3.2_3b_full,decision aid systems,"[""decision aid systems"", ""decision analysis"", ""knowledge systems"", ""collaborative information systems"", ""information processing""]",5,1.2005953788757324,True,True,True,True,1.0,0.9999998807907104,1.0
topic-6807,decision making,decision process,llm_rerank_llama3.2_3b_full,strategic planning,"[""strategic planning"", ""decision analysis"", ""decision process"", ""mental science"", ""cognitive psychology""]",5,1.1251349449157715,False,True,True,True,1.0,0.9999997615814209,0.3333333333333333
topic-1337,information management and technology,information systems management,llm_rerank_llama3.2_3b_full,information and communication technology,"[""information and communication technology"", ""information technology"", ""information systems management"", ""data management"", ""IT management""]",5,1.5598435401916504,False,True,True,True,1.0,1.000000238418579,0.3333333333333333
topic-1338,administrative reform,bureaucratic reform,llm_rerank_llama3.2_3b_full,bureaucratic reform,"[""bureaucratic reform"", ""reorganisation"", ""public management"", ""administration"", ""regional administration""]",5,1.1365165710449219,True,True,True,True,1.0,1.0,1.0
topic-1340,management of non-profit organisations,non-profit management,llm_rerank_llama3.2_3b_full,non-profit management,"[""non-profit management"", ""public management"", ""ethical management"", ""administrative organisation"", ""corporate management""]",5,1.2584311962127686,True,True,True,True,1.0,1.0000001192092896,1.0
topic-1341,public administration,administrative organisation,llm_rerank_llama3.2_3b_full,administration,"[""administration"", ""public management"", ""business administration"", ""government sector"", ""health care administration""]",5,1.12400484085083,False,False,False,False,0.6829268292682926,0.8032227158546448,0.0
topic-3792,administrative procedural law,administrative litigation,llm_rerank_llama3.2_3b_full,EU administrative law,"[""EU administrative law"", ""legal procedure"", ""business law"", ""local government law"", ""corporate law""]",5,1.1173546314239502,False,False,False,False,0.7391304347826086,0.530184268951416,0.0
topic-1342,administrative law,regulatory law,llm_rerank_llama3.2_3b_full,administration,"[""administration"", ""authority"", ""business administration"", ""local government law"", ""EU administrative law""]",5,1.1221287250518799,False,False,False,False,0.5142857142857142,0.42742490768432617,0.0
topic-8942,consciousness,awareness,llm_rerank_llama3.2_3b_full,self-awareness,"[""self-awareness"", ""awareness"", ""sensory awareness"", ""reflective awareness"", ""unconscious state""]",5,1.4424893856048584,False,True,True,True,1.0,1.0,0.5
topic-2278,bible (studies),biblical studies,llm_rerank_llama3.2_3b_full,biblical studies,"[""biblical studies"", ""Bible interpretation"", ""New Testament studies"", ""Christian Scriptures"", ""theological literature""]",5,0.9587879180908203,True,True,True,True,1.0,1.0,1.0
topic-2332,bible as literature,scriptural literature,llm_rerank_llama3.2_3b_full,biblical studies,"[""biblical studies"", ""scriptural literature"", ""Christian Scriptures"", ""Hebrew Bible"", ""theological literature""]",5,1.5972402095794678,False,True,True,True,1.0,0.9999998807907104,0.5
topic-16882,Bible and culture,scriptural influence on culture,llm_rerank_llama3.2_3b_full,Christian cultural studies,"[""Christian cultural studies"", ""scriptural influence on culture"", ""cross-cultural theology"", ""Christian Scriptures"", ""New Testament studies""]",5,1.5957705974578857,False,True,True,True,1.0,1.0000001192092896,0.5
topic-2330,bible translations,scripture translations,llm_rerank_llama3.2_3b_full,Bible interpretation,"[""Bible interpretation"", ""scripture translations"", ""theological literature"", ""biblical studies"", ""New Testament studies""]",5,1.6860809326171875,False,True,True,True,1.0,1.0,0.5
topic-1344,bible studies; exegesis,Bible interpretation,llm_rerank_llama3.2_3b_full,Bible interpretation,"[""Bible interpretation"", ""Christian Scriptures"", ""theological literature"", ""New Testament studies"", ""Christian history""]",5,1.9157905578613281,True,True,True,True,1.0,1.0,1.0
topic-1346,bible studies; new testament,New Testament studies,llm_rerank_llama3.2_3b_full,biblical studies,"[""biblical studies"", ""New Testament studies"", ""Bible interpretation"", ""Christian Scriptures"", ""scripture translations""]",5,1.2973968982696533,False,True,True,True,1.0,1.0000001192092896,0.5
topic-1348,biodiversity,natural diversity,llm_rerank_llama3.2_3b_full,natural diversity,"[""natural diversity"", ""diversity"", ""cultural diversity"", ""ecological management"", ""native communities""]",5,1.2153253555297852,True,True,True,True,1.0,1.0000001192092896,1.0
topic-12123,"Blanchot, Maurice (1907-2003)",literary philosopher,llm_rerank_llama3.2_3b_full,Jacques Derrida,"[""Jacques Derrida"", ""Friedrich Heinrich Jacobi"", ""city history"", ""historical study"", ""medieval history""]",5,1.0970818996429443,False,False,False,False,0.5625,0.39305993914604187,0.0
topic-1351,urban planning and building law,city planning regulations,llm_rerank_llama3.2_3b_full,city planning regulations,"[""city planning regulations"", ""local government law"", ""Municipal governance"", ""city planning"", ""municipal finance""]",5,1.7757701873779297,True,True,True,True,1.0,0.9999999403953552,1.0
topic-1352,brabant,Brabant region,llm_rerank_llama3.2_3b_full,Brabant region,"[""Brabant region"", ""Brabant heritage"", ""Muslim Communities in the Netherlands"", ""Dutch language"", ""Latvian Republic""]",5,2.1219615936279297,True,True,True,True,1.0,1.0000001192092896,1.0
topic-1402,Letter of James,Epistle of James,llm_rerank_llama3.2_3b_full,Epistle of James,"[""Epistle of James"", ""Matthew, James, and Didache"", ""Didache and the Gospel of Matthew"", ""written works"", ""Friedrich Heinrich Jacobi""]",5,1.1091418266296387,True,True,True,True,1.0,1.0,1.0
topic-1356,law of civil procedure,civil litigation law,llm_rerank_llama3.2_3b_full,civil litigation law,"[""civil litigation law"", ""legal procedure"", ""civil law"", ""business law"", ""criminal procedural law""]",5,1.220646858215332,True,True,True,True,1.0,1.0,1.0
topic-1357,civil law,non-criminal law,llm_rerank_llama3.2_3b_full,contract law,"[""contract law"", ""business law"", ""family law"", ""corporate law"", ""school law""]",5,1.1511375904083252,False,False,False,False,0.5714285714285714,0.5160565376281738,0.0
topic-17103,Citizens Participation,public involvement,llm_rerank_llama3.2_3b_full,Participatory governance,"[""Participatory governance"", ""public involvement"", ""civic community"", ""community governance"", ""worker participation""]",5,1.1960232257843018,False,True,True,True,1.0,1.000000238418579,0.5
topic-13521,citizenship,nationality,llm_rerank_llama3.2_3b_full,nationhood,"[""nationhood"", ""immigrants"", ""refugees"", ""asylum seekers"", ""nationality""]",5,1.5186307430267334,False,True,False,True,1.0,0.9999999403953552,0.2
topic-9901,burnout,exhaustion,llm_rerank_llama3.2_3b_full,emotional exhaustion,"[""emotional exhaustion"", ""exhaustion"", ""tiredness"", ""embarrassment"", ""grieving""]",5,1.5465774536132812,False,True,True,True,1.0,1.0000001192092896,0.5
topic-15463,Business Process Management,process optimization,llm_rerank_llama3.2_3b_full,business administration,"[""business administration"", ""IT management"", ""supply chain management"", ""logistics management"", ""small enterprise management""]",5,1.176163911819458,False,False,False,False,0.5116279069767442,0.31410884857177734,0.0
topic-9783,business transactions,commercial dealings,llm_rerank_llama3.2_3b_full,commercial dealings,"[""commercial dealings"", ""financial instruments"", ""business finance"", ""business creation"", ""businesses""]",5,1.1026995182037354,True,True,True,True,1.0,1.000000238418579,1.0
topic-2564,collective labour agreements,union contracts,llm_rerank_llama3.2_3b_full,union contracts,"[""union contracts"", ""labor unions"", ""employee council"", ""worker participation"", ""global employment law""]",5,2.139338493347168,True,True,True,True,1.0,1.0000001192092896,1.0
topic-2570,central banks,monetary authority,llm_rerank_llama3.2_3b_full,monetary authority,"[""monetary authority"", ""government finance"", ""public finance"", ""financial systems"", ""global financial institution""]",5,1.0638000965118408,True,True,True,True,1.0,0.9999999403953552,1.0
topic-6302,China,People's Republic of China,llm_rerank_llama3.2_3b_full,People's Republic of China,"[""People's Republic of China"", ""emerging economies"", ""regional administration"", ""businesses"", ""global culture""]",5,1.1111979484558105,True,True,True,True,1.0,1.0,1.0
topic-12461,surgery,surgical procedure,llm_rerank_llama3.2_3b_full,surgical procedure,"[""surgical procedure"", ""medical services"", ""advancement"", ""recovery"", ""childbirth""]",5,1.5785884857177734,True,True,True,True,1.0,1.0,1.0
