topic,term,ground_truth,method,prediction,candidates,num_final_candidates,time_seconds,exact_top1,exact_any,top_3_accuracy,top_5_accuracy,fuzzy_similarity,semantic_similarity,mrr
topic-1280,agricultural economy,agricultural economics,mas_v2_llm_ranker_llama3.2_3b_limit_100,agricultural economics,"[""agricultural economics"", ""labour economics"", ""labour market issues"", ""labour market policy"", ""rural economy""]",5,3.7992539405822754,True,True,True,True,1.0,1.0,1.0
topic-7782,aggression,hostility,mas_v2_llm_ranker_llama3.2_3b_limit_100,hostility,"[""hostility"", ""anxiety"", ""Competitiveness"", ""Assertiveness"", ""Dominance""]",5,4.061516761779785,True,True,True,True,1.0,0.9999997615814209,1.0
topic-5124,alcohol addiction,alcohol dependence,mas_v2_llm_ranker_llama3.2_3b_limit_100,alcohol dependence,"[""alcohol dependence"", ""substance use disorder"", ""alcoholic disorder"", ""alcoholism"", ""anxiety""]",5,2.4692189693450928,True,True,True,True,1.0,1.0000001192092896,1.0
topic-2500,general econometrics,economic statistics,mas_v2_llm_ranker_llama3.2_3b_limit_100,Econometric Theory,"[""Econometric Theory"", ""Applied Econometrics"", ""Quantitative Economics"", ""Statistical Analysis"", ""Economic Modeling""]",5,3.900059938430786,False,False,False,False,0.5555555555555556,0.7044644355773926,0.0
topic-2501,alliances and joint ventures,strategic partnerships,mas_v2_llm_ranker_llama3.2_3b_limit_100,strategic partnerships,"[""strategic partnerships"", ""Partnerships"", ""Collaborations"", ""Joint Organizations"", ""Cooperative Ventures""]",5,3.9714226722717285,True,True,True,True,1.0,0.9999998807907104,1.0
topic-1285,foreigners,strangers,mas_v2_llm_ranker_llama3.2_3b_limit_100,refugees,"[""refugees"", ""asylum seekers"", ""immigrants"", ""expatriates"", ""non-citizens""]",5,3.88374400138855,False,False,False,False,0.5,0.3631705343723297,0.0
topic-10501,americanization,Americanisation,mas_v2_llm_ranker_llama3.2_3b_limit_100,Americanisation,"[""Americanisation"", ""acculturation"", ""Cultural assimilation"", ""Anglicization"", ""Westernization""]",5,3.460620641708374,True,True,True,True,1.0,1.0,1.0
topic-9362,anxiety,worry,mas_v2_llm_ranker_llama3.2_3b_limit_100,unease,"[""unease"", ""nervousness"", ""apprehension"", ""distress"", ""worry""]",5,4.746394872665405,False,True,False,True,1.0,1.0000003576278687,0.2
topic-16802,"Antarctic, Arctic, Polar Regions",polar areas,mas_v2_llm_ranker_llama3.2_3b_limit_100,polar areas,"[""polar areas"", ""Sub-Saharan region"", ""africa"", ""natural diversity"", ""biodiversity""]",5,2.4693076610565186,True,True,True,True,1.0,1.000000238418579,1.0
topic-1290,"anthropology and philosophy of religion, relation",relationship between anthropology and religious philosophy,mas_v2_llm_ranker_llama3.2_3b_limit_100,Philosophy of Religion,"[""Philosophy of Religion"", ""Religious Studies"", ""biblical studies"", ""New Testament studies"", ""Interdisciplinary Study""]",5,6.211066007614136,False,False,False,False,0.375,0.6436766386032104,0.0
topic-1291,arabic,Arabian,mas_v2_llm_ranker_llama3.2_3b_limit_100,Aristotle,"[""Aristotle"", ""Semitic"", ""Islamic"", ""Middle Eastern"", ""Arabian""]",5,6.154135704040527,False,True,False,True,1.0,1.0,0.2
topic-1292,labour and health,occupational health,mas_v2_llm_ranker_llama3.2_3b_limit_100,labour market policy,"[""labour market policy"", ""Health and Safety"", ""occupational health"", ""work-related illnesses"", ""occupational diseases""]",5,3.7518255710601807,False,True,True,True,1.0,1.0,0.3333333333333333
topic-1293,industrial and organisational psychology,work psychology,mas_v2_llm_ranker_llama3.2_3b_limit_100,Occupational Psychology,"[""Occupational Psychology"", ""Workplace Psychology"", ""Organizational Behavior Management"", ""Management of Human Resources"", ""work psychology""]",5,3.6572136878967285,False,True,False,True,1.0,1.0,0.2
topic-6581,working hours,working time,mas_v2_llm_ranker_llama3.2_3b_limit_100,Employment Hours,"[""Employment Hours"", ""Scheduling Period"", ""Work Schedule"", ""Time Allocation"", ""working time""]",5,2.9731204509735107,False,True,False,True,1.0,0.9999999403953552,0.2
topic-1296,labour economics,employment economics,mas_v2_llm_ranker_llama3.2_3b_limit_100,employment economics,"[""employment economics"", ""labour market issues"", ""labour issues"", ""industrial/labour relations"", ""employment conditions""]",5,3.509646415710449,True,True,True,True,1.0,1.0,1.0
topic-2201,labour market,employment market,mas_v2_llm_ranker_llama3.2_3b_limit_100,employment market,"[""employment market"", ""labour issues"", ""employment issues"", ""labour economics"", ""employment economics""]",5,7.217128753662109,True,True,True,True,1.0,1.0000001192092896,1.0
topic-6603,labour market policy,employment policy,mas_v2_llm_ranker_llama3.2_3b_limit_100,labour market,"[""labour market"", ""employment policy"", ""labour economics"", ""employment market"", ""labour law""]",5,5.036670684814453,False,True,True,True,1.0,0.9999998807907104,0.5
topic-1298,labour market issues,employment issues,mas_v2_llm_ranker_llama3.2_3b_limit_100,labour market,"[""labour market"", ""employment issues"", ""labour economics"", ""employment market"", ""labour and health""]",5,2.7219810485839844,False,True,True,True,1.0,1.000000238418579,0.5
topic-1299,job motivation,work motivation,mas_v2_llm_ranker_llama3.2_3b_limit_100,work motivation,"[""work motivation"", ""career engagement"", ""vocational passion"", ""professional enthusiasm"", ""work drive""]",5,3.2534162998199463,True,True,True,True,1.0,1.0000001192092896,1.0
topic-6661,working conditions,employment conditions,mas_v2_llm_ranker_llama3.2_3b_limit_100,Workplace Conditions,"[""Workplace Conditions"", ""working hours"", ""employment conditions"", ""Occupational Environment"", ""Job Setting""]",5,3.0686118602752686,False,True,True,True,1.0,1.0,0.3333333333333333
topic-1300,work participation,employment participation,mas_v2_llm_ranker_llama3.2_3b_limit_100,Participation in the Labor Force,"[""Participation in the Labor Force"", ""Occupational Participation"", ""Labor Market Participation"", ""Employment Rate"", ""Workforce Engagement""]",5,3.51564359664917,False,False,False,False,0.76,0.776241660118103,0.0
topic-1301,labour law,employment law,mas_v2_llm_ranker_llama3.2_3b_limit_100,employment law,"[""employment law"", ""labour market policy"", ""industrial/labour relations"", ""employment issues"", ""employment economics""]",5,4.411248207092285,True,True,True,True,1.0,1.0,1.0
topic-1303,reduction of working hours,workweek reduction,mas_v2_llm_ranker_llama3.2_3b_limit_100,Shortening of work hours,"[""Shortening of work hours"", ""Hours reduction"", ""Workday contraction"", ""Workload diminution"", ""Time allocation decrease""]",5,4.112493991851807,False,False,False,False,0.7272727272727273,0.6618303656578064,0.0
topic-1302,industrial/labour relations,employment relations,mas_v2_llm_ranker_llama3.2_3b_limit_100,Industrial Relations,"[""Industrial Relations"", ""labour economics"", ""employment relations"", ""labour market"", ""labour issues""]",5,3.526808738708496,False,True,True,True,1.0,1.0,0.3333333333333333
topic-1305,working conditions creation,quality of worklife,mas_v2_llm_ranker_llama3.2_3b_limit_100,working conditions,"[""working conditions"", ""employment conditions"", ""employment policy"", ""employment law"", ""employment issues""]",5,3.1304845809936523,False,False,False,False,0.33333333333333337,0.41312411427497864,0.0
topic-1306,labour issues,employment issues,mas_v2_llm_ranker_llama3.2_3b_limit_100,employment issues,"[""employment issues"", ""Workplace concerns"", ""Employee problems"", ""Staff difficulties"", ""labour market issues""]",5,4.595266342163086,True,True,True,True,1.0,1.000000238418579,1.0
topic-4081,arbitration,dispute arbitration,mas_v2_llm_ranker_llama3.2_3b_limit_100,Dispute Resolution,"[""Dispute Resolution"", ""Alternative Dispute Resolution"", ""Negotiation"", ""mediation"", ""conflict resolution""]",5,3.3713817596435547,False,False,False,False,0.7027027027027026,0.7181524038314819,0.0
topic-3937,reasoning,logical argumentation,mas_v2_llm_ranker_llama3.2_3b_limit_100,logic,"[""logic"", ""argumentation"", ""inference"", ""Bayesian inference"", ""decision making""]",5,3.5027613639831543,False,False,False,False,0.7647058823529411,0.8445046544075012,0.0
topic-5627,aristoteles,Aristotle,mas_v2_llm_ranker_llama3.2_3b_limit_100,Aristotle,"[""Aristotle"", ""Peripatetic"", ""Philosopher-King"", ""Hellenistic"", ""Scholasticism""]",5,2.3179171085357666,True,True,True,True,1.0,1.0,1.0
topic-2517,poverty,destitution,mas_v2_llm_ranker_llama3.2_3b_limit_100,indigence,"[""indigence"", ""impoverishment"", ""deprivation"", ""neediness"", ""penury""]",5,3.5089125633239746,False,False,False,False,0.6363636363636364,0.40153998136520386,0.0
topic-2519,asylum seekers,refugees,mas_v2_llm_ranker_llama3.2_3b_limit_100,refugees,"[""refugees"", ""migrants"", ""displaced persons"", ""strangers"", ""labour market issues""]",5,3.858173131942749,True,True,True,True,1.0,1.0,1.0
topic-1309,asset liability management,balance sheet management,mas_v2_llm_ranker_llama3.2_3b_limit_100,Asset and Liability Optimization,"[""Asset and Liability Optimization"", ""Portfolio Management"", ""Risk Management"", ""Financial Risk Management"", ""Capital Management""]",5,3.0883102416992188,False,False,False,False,0.653061224489796,0.4338799715042114,0.0
topic-21,attitudes,mindset,mas_v2_llm_ranker_llama3.2_3b_limit_100,Dispositions,"[""Dispositions"", ""Stances"", ""Mindsets"", ""Worldviews"", ""Perspectives""]",5,4.608838319778442,False,False,False,False,0.9333333333333332,0.8921576738357544,0.0
topic-6701,auditory perception,hearing perception,mas_v2_llm_ranker_llama3.2_3b_limit_100,Auditory processing,"[""Auditory processing"", ""Sound recognition"", ""Acoustic reception"", ""Hearing comprehension"", ""Phonetic interpretation""]",5,2.8440141677856445,False,False,False,False,0.717948717948718,0.8198362588882446,0.0
topic-3542,augustine,St. Augustine,mas_v2_llm_ranker_llama3.2_3b_limit_100,St. Augustine,"[""St. Augustine"", ""Aristotle"", ""Arabian"", ""Epistle of James"", ""Augustinian""]",5,4.04079794883728,True,True,True,True,1.0,1.0,1.0
topic-1313,automatic language analysis,computational linguistics,mas_v2_llm_ranker_llama3.2_3b_limit_100,Natural Language Processing,"[""Natural Language Processing"", ""Automated Text Analysis"", ""Language Pattern Recognition"", ""Text Classification"", ""Linguistic Profiling""]",5,3.5484282970428467,False,False,False,False,0.4444444444444444,0.6215248107910156,0.0
topic-3966,automation,mechanization,mas_v2_llm_ranker_llama3.2_3b_limit_100,Robotics,"[""Robotics"", ""Process Optimization"", ""Digitalization"", ""mechanization"", ""IT management""]",5,1.915787696838379,False,True,False,True,1.0,1.000000238418579,0.25
topic-1905,autonomy and moral,self-governance and ethics,mas_v2_llm_ranker_llama3.2_3b_limit_100,self-governance and ethics,"[""self-governance and ethics"", ""self-determination and ethics"", ""independence and morality"", ""agency and values"", ""decision making""]",5,3.524719715118408,True,True,True,True,1.0,1.0,1.0
topic-2527,bank - firm relationships,financial partnerships,mas_v2_llm_ranker_llama3.2_3b_limit_100,client partnerships,"[""client partnerships"", ""alliances and joint ventures"", ""strategic collaborations"", ""commercial connections"", ""corporate ties""]",5,2.481559991836548,False,False,False,False,0.7317073170731707,0.6266235709190369,0.0
topic-5721,banking law,financial law,mas_v2_llm_ranker_llama3.2_3b_limit_100,regulatory law,"[""regulatory law"", ""financial law"", ""fiscal law"", ""tax law"", ""accounting""]",5,4.9841296672821045,False,True,True,True,1.0,1.0,0.5
topic-1316,banking systems,financial systems,mas_v2_llm_ranker_llama3.2_3b_limit_100,financial systems,"[""financial systems"", ""accounting"", ""balance sheet management"", ""bank - firm relationships"", ""Payment Networks""]",5,3.553149461746216,True,True,True,True,1.0,0.9999999403953552,1.0
topic-1318,primary education,elementary education,mas_v2_llm_ranker_llama3.2_3b_limit_100,elementary education,"[""elementary education"", ""early childhood education"", ""basic education"", ""kindergarten"", ""foundation phase""]",5,2.207191228866577,True,True,True,True,1.0,1.000000238418579,1.0
topic-5221,bayesian statistics,Bayesian inference,mas_v2_llm_ranker_llama3.2_3b_limit_100,Bayesian inference,"[""Bayesian inference"", ""Probabilistic modeling"", ""Inferential statistics"", ""Probability theory"", ""decision analysis""]",5,3.633826971054077,True,True,True,True,1.0,1.0000001192092896,1.0
topic-4283,corporate policy and strategy,business strategy,mas_v2_llm_ranker_llama3.2_3b_limit_100,business strategy,"[""business strategy"", ""policy analysis"", ""strategic partnerships"", ""business economics"", ""investment""]",5,2.9572014808654785,True,True,True,True,1.0,1.000000238418579,1.0
topic-1998,business communication and ethics,corporate communication ethics,mas_v2_llm_ranker_llama3.2_3b_limit_100,corporate communication ethics,"[""corporate communication ethics"", ""business ethics"", ""corporate ethics"", ""professional ethics"", ""occupational ethics""]",5,2.500488519668579,True,True,True,True,1.0,1.0000001192092896,1.0
topic-5551,business modelling,business analytics,mas_v2_llm_ranker_llama3.2_3b_limit_100,business strategy,"[""business strategy"", ""business administration"", ""business economics"", ""business studies"", ""business relocation""]",5,3.261622667312622,False,False,False,False,0.7222222222222221,0.5645455121994019,0.0
topic-1320,business economics,managerial economics,mas_v2_llm_ranker_llama3.2_3b_limit_100,management economics,"[""management economics"", ""managerial economics"", ""business administration"", ""business analytics"", ""business strategy""]",5,3.456773281097412,False,True,True,True,1.0,1.0000001192092896,0.5
topic-1321,business ethics,corporate ethics,mas_v2_llm_ranker_llama3.2_3b_limit_100,corporate ethics,"[""corporate ethics"", ""professional ethics"", ""occupational ethics"", ""self-governance and ethics"", ""ministerial ethics""]",5,3.93125319480896,True,True,True,True,1.0,1.0,1.0
topic-2532,business studies,business administration,mas_v2_llm_ranker_llama3.2_3b_limit_100,Management Studies,"[""Management Studies"", ""Commercial Science"", ""business administration"", ""business economics"", ""business strategy""]",5,4.024069547653198,False,True,True,True,1.0,0.9999999403953552,0.3333333333333333
topic-15222,Firm relocation,business relocation,mas_v2_llm_ranker_llama3.2_3b_limit_100,Company reorganization,"[""Company reorganization"", ""Enterprise migration"", ""Business transfer"", ""Corporate reassignment"", ""Organizational shift""]",5,3.956829071044922,False,False,False,False,0.6666666666666667,0.6631684899330139,0.0
topic-7801,companies,businesses,mas_v2_llm_ranker_llama3.2_3b_limit_100,businesses,"[""businesses"", ""corporations"", ""firms"", ""organizations"", ""enterprises""]",5,4.029757738113403,True,True,True,True,1.0,1.0,1.0
topic-8685,bounded rationality,limited rationality,mas_v2_llm_ranker_llama3.2_3b_limit_100,Pragmatic Rationality,"[""Pragmatic Rationality"", ""Restricted Rationality"", ""Simplified Rationality"", ""Practical Rationality"", ""limited rationality""]",5,5.3404505252838135,False,True,False,True,1.0,1.000000238418579,0.2
topic-5681,information systems management,IT management,mas_v2_llm_ranker_llama3.2_3b_limit_100,Organizational Information Systems Management,"[""Organizational Information Systems Management"", ""Information Technology Management"", ""IT management"", ""management of non-profit organisations"", ""information management and technology""]",5,4.355700969696045,False,True,True,True,1.0,1.0000001192092896,0.3333333333333333
topic-2536,taxes,levies,mas_v2_llm_ranker_llama3.2_3b_limit_100,tax law,"[""tax law"", ""fiscal law"", ""Duties"", ""Assessments"", ""Contributions""]",5,3.8921823501586914,False,False,False,False,0.5,0.32950347661972046,0.0
topic-1327,tax law,fiscal law,mas_v2_llm_ranker_llama3.2_3b_limit_100,Tax Legislation,"[""Tax Legislation"", ""Revenue Code"", ""Income Tax Act"", ""Fiscal Regulation"", ""administrative law""]",5,3.8129899501800537,False,False,False,False,0.6666666666666667,0.8065789937973022,0.0
topic-1328,investment,investing,mas_v2_llm_ranker_llama3.2_3b_limit_100,investing,"[""investing"", ""stocks"", ""shares"", ""mutual fund"", ""equity market""]",5,2.9484825134277344,True,True,True,True,1.0,1.0,1.0
topic-11441,investor behaviour,Investor psychology,mas_v2_llm_ranker_llama3.2_3b_limit_100,Investment behavior,"[""Investment behavior"", ""Risk-taking propensity"", ""Financial decision-making patterns"", ""Portfolio management habits"", ""Capital allocation tendencies""]",5,3.3305864334106445,False,False,False,False,0.4736842105263158,0.714485764503479,0.0
topic-6461,mutual fund,investment fund,mas_v2_llm_ranker_llama3.2_3b_limit_100,investment fund,"[""investment fund"", ""Portfolio Investment Vehicle"", ""Collective Investment Vehicle"", ""Investment Trust"", ""Mutual Investment Scheme""]",5,3.7909152507781982,True,True,True,True,1.0,1.0000001192092896,1.0
topic-1331,policy evaluation,policy analysis,mas_v2_llm_ranker_llama3.2_3b_limit_100,Policy Assessment,"[""Policy Assessment"", ""Regulatory Analysis"", ""Public Policy Review"", ""Governance Evaluation"", ""decision analysis""]",5,4.063727140426636,False,False,False,False,0.6470588235294117,0.8275654315948486,0.0
topic-4681,mediation,conflict resolution,mas_v2_llm_ranker_llama3.2_3b_limit_100,conflict resolution,"[""conflict resolution"", ""arbitration"", ""dispute arbitration"", ""Negotiation"", ""Dispute Settlement""]",5,3.293896198272705,True,True,True,True,1.0,1.000000238418579,1.0
topic-9022,assertive outreach,proactive engagement,mas_v2_llm_ranker_llama3.2_3b_limit_100,proactive engagement,"[""proactive engagement"", ""persistent communication"", ""forward-thinking engagement"", ""aggressive follow-up"", ""initiative contact""]",5,3.732135534286499,True,True,True,True,1.0,1.0,1.0
topic-2541,berber language,Tamazight,mas_v2_llm_ranker_llama3.2_3b_limit_100,Amazigh,"[""Amazigh"", ""Tamazight"", ""Imazighen"", ""Berber dialect"", ""arabic""]",5,2.8211629390716553,False,True,True,True,1.0,1.000000238418579,0.5
topic-1997,occupational ethics,professional ethics,mas_v2_llm_ranker_llama3.2_3b_limit_100,professional ethics,"[""professional ethics"", ""business ethics"", ""corporate ethics"", ""ministerial ethics"", ""self-governance and ethics""]",5,2.6764445304870605,True,True,True,True,1.0,1.0,1.0
topic-15902,Occupational ethics for ministers,ministerial ethics,mas_v2_llm_ranker_llama3.2_3b_limit_100,ministerial ethics,"[""ministerial ethics"", ""occupational ethics"", ""professional ethics"", ""self-governance and ethics"", ""Pastoral ethics""]",5,3.3375113010406494,True,True,True,True,1.0,1.0000001192092896,1.0
topic-4353,occupational diseases,work-related illnesses,mas_v2_llm_ranker_llama3.2_3b_limit_100,occupational health,"[""occupational health"", ""work-related illnesses"", ""industrial and organisational psychology"", ""working conditions"", ""quality of worklife""]",5,4.047087669372559,False,True,True,True,1.0,1.0,0.5
topic-16804,protected species,endangered species,mas_v2_llm_ranker_llama3.2_3b_limit_100,endangered species,"[""endangered species"", ""vulnerable species"", ""sensitive species"", ""threatened species"", ""conservation priority species""]",5,5.308359384536743,True,True,True,True,1.0,1.0000001192092896,1.0
topic-2542,decision theory,decision analysis,mas_v2_llm_ranker_llama3.2_3b_limit_100,decision making,"[""decision making"", ""decision analysis"", ""Bayesian inference"", ""Game Theory"", ""Rational Choice Theory""]",5,3.4490907192230225,False,True,True,True,1.0,1.0000001192092896,0.5
topic-2643,decision support systems,decision aid systems,mas_v2_llm_ranker_llama3.2_3b_limit_100,Decision Aids,"[""Decision Aids"", ""Expert Systems"", ""Business Intelligence Systems"", ""Knowledge-Based Systems"", ""Intelligent Decision Support Systems""]",5,2.821159601211548,False,False,False,False,0.7878787878787878,0.6736117601394653,0.0
topic-6807,decision making,decision process,mas_v2_llm_ranker_llama3.2_3b_limit_100,decision analysis,"[""decision analysis"", ""decision theory"", ""policy analysis"", ""policy evaluation"", ""policy formulation""]",5,3.767890214920044,False,False,False,False,0.6666666666666667,0.7303149700164795,0.0
topic-1337,information management and technology,information systems management,mas_v2_llm_ranker_llama3.2_3b_limit_100,Information Technology Management,"[""Information Technology Management"", ""Digital Asset Management"", ""Knowledge Management Systems"", ""Data Governance Frameworks"", ""Content Management Systems""]",5,3.489093065261841,False,False,False,False,0.7936507936507937,0.8579188585281372,0.0
topic-1338,administrative reform,bureaucratic reform,mas_v2_llm_ranker_llama3.2_3b_limit_100,bureaucratic reform,"[""bureaucratic reform"", ""public administration"", ""administrative organisation"", ""administrative law"", ""policy evaluation""]",5,4.201200008392334,True,True,True,True,1.0,1.0,1.0
topic-1340,management of non-profit organisations,non-profit management,mas_v2_llm_ranker_llama3.2_3b_limit_100,non-profit management,"[""non-profit management"", ""business administration"", ""IT management"", ""asset liability management"", ""information systems management""]",5,5.646387815475464,True,True,True,True,1.0,1.0000001192092896,1.0
topic-1341,public administration,administrative organisation,mas_v2_llm_ranker_llama3.2_3b_limit_100,administrative organisation,"[""administrative organisation"", ""Bureaucratic Administration"", ""Administrative Management"", ""Government Service"", ""Civil Service""]",5,5.264403820037842,True,True,True,True,1.0,1.0000001192092896,1.0
topic-3792,administrative procedural law,administrative litigation,mas_v2_llm_ranker_llama3.2_3b_limit_100,administrative law,"[""administrative law"", ""regulatory law"", ""bureaucratic reform"", ""Procedural Regulation"", ""public administration""]",5,4.177882432937622,False,False,False,False,0.7906976744186046,0.7647266387939453,0.0
topic-8942,consciousness,awareness,mas_v2_llm_ranker_llama3.2_3b_limit_100,self-awareness,"[""self-awareness"", ""sentience"", ""cognition"", ""perception"", ""awareness""]",5,3.7076056003570557,False,True,False,True,1.0,1.0,0.2
topic-2278,bible (studies),biblical studies,mas_v2_llm_ranker_llama3.2_3b_limit_100,biblical studies,"[""biblical studies"", ""Bible and culture"", ""scriptural literature"", ""Sacred Text Interpretation"", ""Religious Canon Study""]",5,3.863003730773926,True,True,True,True,1.0,1.0,1.0
topic-2332,bible as literature,scriptural literature,mas_v2_llm_ranker_llama3.2_3b_limit_100,Bible interpretation,"[""Bible interpretation"", ""scripture translations"", ""Sacred Texts"", ""Religious Scriptures"", ""Holy Writ""]",5,3.371466636657715,False,False,False,False,0.6046511627906976,0.4491909146308899,0.0
topic-16882,Bible and culture,scriptural influence on culture,mas_v2_llm_ranker_llama3.2_3b_limit_100,bible studies; new testament,"[""bible studies; new testament"", ""scriptural influence on culture"", ""biblical studies"", ""Bible interpretation"", ""scripture translations""]",5,4.569867372512817,False,True,True,True,1.0,1.0000001192092896,0.5
topic-2330,bible translations,scripture translations,mas_v2_llm_ranker_llama3.2_3b_limit_100,scripture translations,"[""scripture translations"", ""Bible interpretation"", ""bible as literature"", ""Bible and culture"", ""biblical studies""]",5,4.233307361602783,True,True,True,True,1.0,1.0,1.0
topic-1344,bible studies; exegesis,Bible interpretation,mas_v2_llm_ranker_llama3.2_3b_limit_100,Bible and culture,"[""Bible and culture"", ""biblical studies"", ""scriptural literature"", ""Sacred Scripture Study"", ""Hermeneutics""]",5,3.1795034408569336,False,False,False,False,0.5405405405405406,0.5941076278686523,0.0
topic-1346,bible studies; new testament,New Testament studies,mas_v2_llm_ranker_llama3.2_3b_limit_100,biblical studies,"[""biblical studies"", ""New Testament studies"", ""Scriptural Analysis"", ""bible studies; exegesis"", ""Bible interpretation""]",5,3.879786729812622,False,True,True,True,1.0,1.0,0.5
topic-1348,biodiversity,natural diversity,mas_v2_llm_ranker_llama3.2_3b_limit_100,natural diversity,"[""natural diversity"", ""ecological richness"", ""biotic diversity"", ""species composition"", ""diversity""]",5,3.614880323410034,True,True,True,True,1.0,1.0000001192092896,1.0
topic-12123,"Blanchot, Maurice (1907-2003)",literary philosopher,mas_v2_llm_ranker_llama3.2_3b_limit_100,adorno,"[""adorno"", ""auditors"", ""accounting"", ""business administration"", ""financial accounting""]",5,3.5296926498413086,False,False,False,False,0.2857142857142857,0.25258317589759827,0.0
topic-1351,urban planning and building law,city planning regulations,mas_v2_llm_ranker_llama3.2_3b_limit_100,city planning regulations,"[""city planning regulations"", ""Urban Development Law"", ""Building Code Administration"", ""Municipal Land Use Policy"", ""Regulatory Urban Design""]",5,5.590939521789551,True,True,True,True,1.0,0.9999997615814209,1.0
topic-1352,brabant,Brabant region,mas_v2_llm_ranker_llama3.2_3b_limit_100,Flanders,"[""Flanders"", ""Low Countries"", ""Dutch region"", ""Brabant region"", ""Southern Netherlands""]",5,2.3262510299682617,False,True,False,True,1.0,0.9999998807907104,0.25
topic-1402,Letter of James,Epistle of James,mas_v2_llm_ranker_llama3.2_3b_limit_100,The Epistle of James,"[""The Epistle of James"", ""Epistle of James"", ""The Letter of James"", ""Epistola Iacobi"", ""bible translations""]",5,2.3859214782714844,False,True,True,True,1.0,1.0,0.5
topic-1356,law of civil procedure,civil litigation law,mas_v2_llm_ranker_llama3.2_3b_limit_100,Code of Civil Procedure,"[""Code of Civil Procedure"", ""Civil Procedure Code"", ""Rules of Civil Procedure"", ""Procedural Law"", ""administrative procedural law""]",5,3.448729991912842,False,False,False,False,0.4489795918367348,0.6147590279579163,0.0
