topic,term,ground_truth,method,prediction,candidates,num_final_candidates,time_seconds,exact_top1,exact_any,top_3_accuracy,top_5_accuracy,fuzzy_similarity,semantic_similarity,mrr
topic-1285,foreigners,strangers,mas_v3_safe_hybrid_llama3.2_3b_limit_100,immigrants,"[""immigrants"", ""international persons"", ""expatriates"", ""non-citizens"", ""refugees""]",5,2.027437448501587,False,False,False,False,0.5,0.37881678342819214,0.0
topic-10501,americanization,Americanisation,mas_v3_safe_hybrid_llama3.2_3b_limit_100,Americanisation,"[""Americanisation"", ""Westernization"", ""American influence"", ""Globalization"", ""Cultural assimilation""]",5,1.2765717506408691,True,True,True,True,1.0,1.0,1.0
topic-9362,anxiety,worry,mas_v3_safe_hybrid_llama3.2_3b_limit_100,nervousness,"[""nervousness"", ""fearfulness"", ""unease"", ""apprehension"", ""distress""]",5,2.170858860015869,False,False,False,False,0.15384615384615385,0.5076680183410645,0.0
topic-16802,"Antarctic, Arctic, Polar Regions",polar areas,mas_v3_safe_hybrid_llama3.2_3b_limit_100,Arctic-Antarctic Extremes,"[""Arctic-Antarctic Extremes"", ""polar areas"", ""Glacial Poles"", ""Cryospheric Zones"", ""Polar Fronts""]",5,2.9129908084869385,False,True,True,True,1.0,1.000000238418579,0.5
topic-1290,"anthropology and philosophy of religion, relation",relationship between anthropology and religious philosophy,mas_v3_safe_hybrid_llama3.2_3b_limit_100,relationship between anthropology and religious philosophy,"[""relationship between anthropology and religious philosophy"", ""Philosophy of Religion"", ""Religious Studies"", ""Theology"", ""Comparative Theology""]",5,2.8501200675964355,True,True,True,True,1.0,1.0,1.0
topic-1291,arabic,Arabian,mas_v3_safe_hybrid_llama3.2_3b_limit_100,Arabian,"[""Arabian"", ""Islamic"", ""berber language"", ""Middle Eastern"", ""Semitic""]",5,2.053148031234741,True,True,True,True,1.0,1.0,1.0
topic-1292,labour and health,occupational health,mas_v3_safe_hybrid_llama3.2_3b_limit_100,labour issues,"[""labour issues"", ""labour economics"", ""occupational health"", ""labour market"", ""labour market issues""]",5,2.50148868560791,False,True,True,True,1.0,1.0,0.3333333333333333
topic-1293,industrial and organisational psychology,work psychology,mas_v3_safe_hybrid_llama3.2_3b_limit_100,Workplace Psychology,"[""Workplace Psychology"", ""Occupational Psychology"", ""work psychology"", ""industrial/labour relations"", ""Organizational Behavior Management""]",5,1.8642098903656006,False,True,True,True,1.0,1.0,0.3333333333333333
topic-6581,working hours,working time,mas_v3_safe_hybrid_llama3.2_3b_limit_100,working time,"[""working time"", ""Employment Hours"", ""Work Schedule"", ""reduction of working hours"", ""Scheduling Period""]",5,1.3783040046691895,True,True,True,True,1.0,0.9999998807907104,1.0
topic-1296,labour economics,employment economics,mas_v3_safe_hybrid_llama3.2_3b_limit_100,labour market,"[""labour market"", ""employment economics"", ""labour market policy"", ""Labour Market Dynamics"", ""labour market issues""]",5,2.025695323944092,False,True,True,True,1.0,1.0000001192092896,0.5
topic-2201,labour market,employment market,mas_v3_safe_hybrid_llama3.2_3b_limit_100,labor market,"[""labor market"", ""labour market issues"", ""labour economics"", ""labour market policy"", ""job market""]",5,1.8356988430023193,False,False,False,False,0.6206896551724138,0.8696432113647461,0.0
topic-6603,labour market policy,employment policy,mas_v3_safe_hybrid_llama3.2_3b_limit_100,labour market,"[""labour market"", ""employment policy"", ""labour economics"", ""labour market issues"", ""Economic Labor Force Policy""]",5,2.3548030853271484,False,True,True,True,1.0,0.9999998807907104,0.5
topic-1298,labour market issues,employment issues,mas_v3_safe_hybrid_llama3.2_3b_limit_100,labour issues,"[""labour issues"", ""labour market"", ""labour market policy"", ""labour economics"", ""employment issues""]",5,2.5024116039276123,False,True,False,True,1.0,1.000000238418579,0.2
topic-1299,job motivation,work motivation,mas_v3_safe_hybrid_llama3.2_3b_limit_100,work motivation,"[""work motivation"", ""vocational passion"", ""work psychology"", ""occupational interest"", ""employment participation""]",5,1.7546966075897217,True,True,True,True,1.0,1.0000001192092896,1.0
topic-6661,working conditions,employment conditions,mas_v3_safe_hybrid_llama3.2_3b_limit_100,working conditions creation,"[""working conditions creation"", ""Workplace Conditions"", ""employment conditions"", ""working hours"", ""employment issues""]",5,2.7434194087982178,False,True,True,True,1.0,1.0,0.3333333333333333
topic-1300,work participation,employment participation,mas_v3_safe_hybrid_llama3.2_3b_limit_100,Occupational Participation,"[""Occupational Participation"", ""Participation in the Labor Force"", ""employment participation"", ""Labor Market Participation"", ""work motivation""]",5,3.1586813926696777,False,True,True,True,1.0,1.0,0.3333333333333333
topic-1301,labour law,employment law,mas_v3_safe_hybrid_llama3.2_3b_limit_100,employment law,"[""employment law"", ""labour economics"", ""labour market policy"", ""labour issues"", ""labour market""]",5,2.760188102722168,True,True,True,True,1.0,0.9999999403953552,1.0
topic-1303,reduction of working hours,workweek reduction,mas_v3_safe_hybrid_llama3.2_3b_limit_100,Hours reduction,"[""Hours reduction"", ""Shortening of work hours"", ""workweek reduction"", ""working hours"", ""working time""]",5,1.8715651035308838,False,True,True,True,1.0,1.000000238418579,0.3333333333333333
topic-1302,industrial/labour relations,employment relations,mas_v3_safe_hybrid_llama3.2_3b_limit_100,Industrial Relations,"[""Industrial Relations"", ""Labor-Management Relations"", ""employment relations"", ""Occupational Relations"", ""labour economics""]",5,1.2972443103790283,False,True,True,True,1.0,0.9999998807907104,0.3333333333333333
topic-1305,working conditions creation,quality of worklife,mas_v3_safe_hybrid_llama3.2_3b_limit_100,working conditions,"[""working conditions"", ""employment conditions"", ""labour law"", ""employment issues"", ""employment policy""]",5,2.9987711906433105,False,False,False,False,0.33333333333333337,0.41312411427497864,0.0
topic-1306,labour issues,employment issues,mas_v3_safe_hybrid_llama3.2_3b_limit_100,labour market issues,"[""labour market issues"", ""employment issues"", ""labour economics"", ""labour market"", ""labour and health""]",5,2.115954875946045,False,True,True,True,1.0,1.000000238418579,0.5
topic-4081,arbitration,dispute arbitration,mas_v3_safe_hybrid_llama3.2_3b_limit_100,dispute arbitration,"[""dispute arbitration"", ""Dispute Resolution"", ""Alternative Dispute Resolution"", ""civil litigation law"", ""administrative litigation""]",5,2.757664918899536,True,True,True,True,1.0,1.000000238418579,1.0
topic-3937,reasoning,logical argumentation,mas_v3_safe_hybrid_llama3.2_3b_limit_100,logic,"[""logic"", ""argumentation"", ""inference"", ""logical argumentation"", ""rationalization""]",5,1.6535892486572266,False,True,False,True,1.0,1.0000001192092896,0.25
topic-5627,aristoteles,Aristotle,mas_v3_safe_hybrid_llama3.2_3b_limit_100,Aristotle,"[""Aristotle"", ""augustine"", ""Peripatetic"", ""Hellenistic"", ""St. Augustine""]",5,1.325404167175293,True,True,True,True,1.0,1.0,1.0
topic-2517,poverty,destitution,mas_v3_safe_hybrid_llama3.2_3b_limit_100,deprivation,"[""deprivation"", ""refugees"", ""africa"", ""agricultural economics"", ""labour market""]",5,1.8812017440795898,False,False,False,False,0.6363636363636364,0.3627622127532959,0.0
topic-2519,asylum seekers,refugees,mas_v3_safe_hybrid_llama3.2_3b_limit_100,refugees,"[""refugees"", ""migrants"", ""displaced persons"", ""foreigners"", ""fugitives""]",5,2.1900506019592285,True,True,True,True,1.0,1.0,1.0
topic-1309,asset liability management,balance sheet management,mas_v3_safe_hybrid_llama3.2_3b_limit_100,Asset and Liability Optimization,"[""Asset and Liability Optimization"", ""Financial Risk Management"", ""Portfolio Management"", ""Risk Management"", ""liability law""]",5,1.5003266334533691,False,False,False,False,0.653061224489796,0.4338799715042114,0.0
topic-21,attitudes,mindset,mas_v3_safe_hybrid_llama3.2_3b_limit_100,mindset,"[""mindset"", ""Mindsets"", ""Stances"", ""Perspectives"", ""autonomy and moral""]",5,2.549649953842163,True,True,True,True,1.0,0.9999998807907104,1.0
topic-6701,auditory perception,hearing perception,mas_v3_safe_hybrid_llama3.2_3b_limit_100,hearing perception,"[""hearing perception"", ""Auditory processing"", ""Hearing comprehension"", ""Sound recognition"", ""Phonetic interpretation""]",5,4.184218406677246,True,True,True,True,1.0,1.0000001192092896,1.0
topic-3542,augustine,St. Augustine,mas_v3_safe_hybrid_llama3.2_3b_limit_100,St. Augustine,"[""St. Augustine"", ""Aristotle"", ""Augustinian"", ""aristoteles"", ""Mediterranean""]",5,1.1295316219329834,True,True,True,True,1.0,1.0,1.0
topic-1313,automatic language analysis,computational linguistics,mas_v3_safe_hybrid_llama3.2_3b_limit_100,Automated Text Analysis,"[""Automated Text Analysis"", ""Language Pattern Recognition"", ""Linguistic Profiling"", ""Natural Language Processing"", ""computational linguistics""]",5,2.482522964477539,False,True,False,True,1.0,1.0,0.2
topic-3966,automation,mechanization,mas_v3_safe_hybrid_llama3.2_3b_limit_100,Robotics,"[""Robotics"", ""IT management"", ""decision support systems"", ""mechanization"", ""Digitalization""]",5,2.3495705127716064,False,True,False,True,1.0,1.000000238418579,0.25
topic-1905,autonomy and moral,self-governance and ethics,mas_v3_safe_hybrid_llama3.2_3b_limit_100,independence and morality,"[""independence and morality"", ""self-governance and ethics"", ""self-determination and ethics"", ""freedom and principles"", ""business ethics""]",5,2.0894763469696045,False,True,True,True,1.0,1.0,0.5
topic-2527,bank - firm relationships,financial partnerships,mas_v3_safe_hybrid_llama3.2_3b_limit_100,banking law,"[""banking law"", ""banking systems"", ""financial partnerships"", ""financial systems"", ""business alliances""]",5,1.7559785842895508,False,True,True,True,1.0,0.9999999403953552,0.3333333333333333
topic-5721,banking law,financial law,mas_v3_safe_hybrid_llama3.2_3b_limit_100,Banking Legislation,"[""Banking Legislation"", ""financial law"", ""banking systems"", ""bank - firm relationships"", ""Monetary Law""]",5,4.7092156410217285,False,True,True,True,1.0,1.0000001192092896,0.5
topic-1316,banking systems,financial systems,mas_v3_safe_hybrid_llama3.2_3b_limit_100,financial systems,"[""financial systems"", ""Banking Infrastructure"", ""banking law"", ""bank - firm relationships"", ""Monetary Institutions""]",5,2.762331247329712,True,True,True,True,1.0,0.9999999403953552,1.0
topic-1318,primary education,elementary education,mas_v3_safe_hybrid_llama3.2_3b_limit_100,elementary education,"[""elementary education"", ""early childhood education"", ""basic education"", ""kindergarten"", ""business studies""]",5,1.1911988258361816,True,True,True,True,1.0,1.000000238418579,1.0
topic-5221,bayesian statistics,Bayesian inference,mas_v3_safe_hybrid_llama3.2_3b_limit_100,Bayesian inference,"[""Bayesian inference"", ""Probabilistic modeling"", ""Inferential statistics"", ""Probability theory"", ""economic statistics""]",5,2.0622520446777344,True,True,True,True,1.0,1.0000001192092896,1.0
topic-4283,corporate policy and strategy,business strategy,mas_v3_safe_hybrid_llama3.2_3b_limit_100,business strategy,"[""business strategy"", ""Strategic Direction"", ""Corporate Vision"", ""policy analysis"", ""strategic partnerships""]",5,4.843328237533569,True,True,True,True,1.0,1.000000238418579,1.0
topic-1998,business communication and ethics,corporate communication ethics,mas_v3_safe_hybrid_llama3.2_3b_limit_100,corporate communication ethics,"[""corporate communication ethics"", ""business ethics"", ""corporate ethics"", ""professional ethics"", ""occupational ethics""]",5,2.0948517322540283,True,True,True,True,1.0,1.0000001192092896,1.0
topic-5551,business modelling,business analytics,mas_v3_safe_hybrid_llama3.2_3b_limit_100,business strategy,"[""business strategy"", ""business economics"", ""business analytics"", ""business studies"", ""businesses""]",5,3.5456764698028564,False,True,True,True,1.0,1.0,0.3333333333333333
topic-1320,business economics,managerial economics,mas_v3_safe_hybrid_llama3.2_3b_limit_100,management economics,"[""management economics"", ""managerial economics"", ""commercial economics"", ""organizational economics"", ""economic management""]",5,1.8577115535736084,False,True,True,True,1.0,1.0000001192092896,0.5
topic-1321,business ethics,corporate ethics,mas_v3_safe_hybrid_llama3.2_3b_limit_100,corporate ethics,"[""corporate ethics"", ""business communication and ethics"", ""professional ethics"", ""Moral Business Practices"", ""Ethical Management""]",5,2.7416367530822754,True,True,True,True,1.0,1.0,1.0
topic-2532,business studies,business administration,mas_v3_safe_hybrid_llama3.2_3b_limit_100,Management Studies,"[""Management Studies"", ""businesses"", ""business economics"", ""business administration"", ""business strategy""]",5,2.98659348487854,False,True,False,True,1.0,0.9999999403953552,0.25
topic-15222,Firm relocation,business relocation,mas_v3_safe_hybrid_llama3.2_3b_limit_100,business relocation,"[""business relocation"", ""Company reorganization"", ""Business transfer"", ""Enterprise migration"", ""Corporate reassignment""]",5,2.93457293510437,True,True,True,True,1.0,1.000000238418579,1.0
topic-7801,companies,businesses,mas_v3_safe_hybrid_llama3.2_3b_limit_100,corporations,"[""corporations"", ""firms"", ""businesses"", ""enterprises"", ""organizations""]",5,2.307319402694702,False,True,True,True,1.0,1.0,0.3333333333333333
topic-8685,bounded rationality,limited rationality,mas_v3_safe_hybrid_llama3.2_3b_limit_100,Restricted Rationality,"[""Restricted Rationality"", ""limited rationality"", ""Simplified Rationality"", ""Practical Rationality"", ""Pragmatic Rationality""]",5,2.7966883182525635,False,True,True,True,1.0,1.000000238418579,0.5
topic-5681,information systems management,IT management,mas_v3_safe_hybrid_llama3.2_3b_limit_100,Organizational Information Systems Management,"[""Organizational Information Systems Management"", ""Information Technology Management"", ""information management and technology"", ""IT management"", ""Technology Operations Management""]",5,2.846444606781006,False,True,False,True,1.0,1.0000001192092896,0.25
topic-2536,taxes,levies,mas_v3_safe_hybrid_llama3.2_3b_limit_100,tax law,"[""tax law"", ""fiscal law"", ""Duties"", ""accounting"", ""financial law""]",5,2.6253178119659424,False,False,False,False,0.5,0.32950347661972046,0.0
topic-1327,tax law,fiscal law,mas_v3_safe_hybrid_llama3.2_3b_limit_100,taxes,"[""taxes"", ""Tax Legislation"", ""Income Tax Act"", ""fiscal law"", ""financial law""]",5,2.2572991847991943,False,True,False,True,1.0,1.0,0.25
topic-1328,investment,investing,mas_v3_safe_hybrid_llama3.2_3b_limit_100,investing,"[""investing"", ""investment fund"", ""investor behaviour"", ""mutual fund"", ""stocks""]",5,2.413473606109619,True,True,True,True,1.0,1.0,1.0
topic-11441,investor behaviour,Investor psychology,mas_v3_safe_hybrid_llama3.2_3b_limit_100,Investment behavior,"[""Investment behavior"", ""Investor psychology"", ""investment"", ""investing"", ""Financial decision-making patterns""]",5,2.1847798824310303,False,True,True,True,1.0,1.0000001192092896,0.5
topic-6461,mutual fund,investment fund,mas_v3_safe_hybrid_llama3.2_3b_limit_100,investment fund,"[""investment fund"", ""Mutual Investment Scheme"", ""Investment Trust"", ""investing"", ""investment""]",5,2.6405136585235596,True,True,True,True,1.0,1.0000001192092896,1.0
topic-1331,policy evaluation,policy analysis,mas_v3_safe_hybrid_llama3.2_3b_limit_100,Policy Assessment,"[""Policy Assessment"", ""policy analysis"", ""Policymaking Assessment"", ""Public Policy Review"", ""Governance Evaluation""]",5,2.595195770263672,False,True,True,True,1.0,1.0,0.5
topic-4681,mediation,conflict resolution,mas_v3_safe_hybrid_llama3.2_3b_limit_100,conflict resolution,"[""conflict resolution"", ""Facilitation"", ""arbitration"", ""aggression"", ""dispute arbitration""]",5,2.2711846828460693,True,True,True,True,1.0,1.0000001192092896,1.0
topic-9022,assertive outreach,proactive engagement,mas_v3_safe_hybrid_llama3.2_3b_limit_100,proactive engagement,"[""proactive engagement"", ""mediation"", ""forward-thinking engagement"", ""initiative contact"", ""decision aid systems""]",5,1.2578370571136475,True,True,True,True,1.0,1.0,1.0
topic-2541,berber language,Tamazight,mas_v3_safe_hybrid_llama3.2_3b_limit_100,Berber dialect,"[""Berber dialect"", ""arabic"", ""Arabian"", ""Amazigh"", ""Sub-Saharan region""]",5,1.8195757865905762,False,False,False,False,0.875,0.4076056182384491,0.0
topic-1997,occupational ethics,professional ethics,mas_v3_safe_hybrid_llama3.2_3b_limit_100,Occupational Morality,"[""Occupational Morality"", ""professional ethics"", ""business ethics"", ""corporate ethics"", ""Occupational ethics for ministers""]",5,3.1089048385620117,False,True,True,True,1.0,1.0,0.5
topic-15902,Occupational ethics for ministers,ministerial ethics,mas_v3_safe_hybrid_llama3.2_3b_limit_100,ministerial ethics,"[""ministerial ethics"", ""occupational ethics"", ""professional ethics"", ""Ministerial conduct"", ""Pastoral ethics""]",5,2.820993423461914,True,True,True,True,1.0,1.0000001192092896,1.0
topic-4353,occupational diseases,work-related illnesses,mas_v3_safe_hybrid_llama3.2_3b_limit_100,Occupational Health Disorders,"[""Occupational Health Disorders"", ""occupational health"", ""Industrial Diseases"", ""work-related illnesses"", ""Workplace Health Hazards""]",5,2.627516984939575,False,True,False,True,1.0,1.0,0.25
topic-16804,protected species,endangered species,mas_v3_safe_hybrid_llama3.2_3b_limit_100,endangered species,"[""endangered species"", ""threatened species"", ""vulnerable species"", ""conservation priority species"", ""sensitive species""]",5,1.2911052703857422,True,True,True,True,1.0,1.0000001192092896,1.0
topic-2542,decision theory,decision analysis,mas_v3_safe_hybrid_llama3.2_3b_limit_100,decision analysis,"[""decision analysis"", ""decision process"", ""Rational Choice Theory"", ""decision making"", ""Game Theory""]",5,2.6134700775146484,True,True,True,True,1.0,1.0000001192092896,1.0
topic-2643,decision support systems,decision aid systems,mas_v3_safe_hybrid_llama3.2_3b_limit_100,Intelligent Decision Support Systems,"[""Intelligent Decision Support Systems"", ""decision aid systems"", ""decision making"", ""decision process"", ""decision analysis""]",5,2.9721877574920654,False,True,True,True,1.0,1.0000001192092896,0.5
topic-6807,decision making,decision process,mas_v3_safe_hybrid_llama3.2_3b_limit_100,choice-making,"[""choice-making"", ""decision process"", ""decision analysis"", ""decision theory"", ""judgment-making""]",5,1.257892370223999,False,True,True,True,1.0,0.9999997615814209,0.5
topic-1337,information management and technology,information systems management,mas_v3_safe_hybrid_llama3.2_3b_limit_100,Information Technology Management,"[""Information Technology Management"", ""information systems management"", ""IT management"", ""Content Management Systems"", ""Knowledge Management Systems""]",5,2.7295968532562256,False,True,True,True,1.0,1.0000001192092896,0.5
topic-1338,administrative reform,bureaucratic reform,mas_v3_safe_hybrid_llama3.2_3b_limit_100,bureaucratic reform,"[""bureaucratic reform"", ""Administrative Restructuring"", ""public administration"", ""administrative organisation"", ""Government Overhaul""]",5,2.557065010070801,True,True,True,True,1.0,1.0,1.0
topic-1340,management of non-profit organisations,non-profit management,mas_v3_safe_hybrid_llama3.2_3b_limit_100,non-profit management,"[""non-profit management"", ""Nonprofit Governance"", ""Social Enterprise Management"", ""administrative organisation"", ""Philanthropic Administration""]",5,2.5690901279449463,True,True,True,True,1.0,1.0000001192092896,1.0
topic-1341,public administration,administrative organisation,mas_v3_safe_hybrid_llama3.2_3b_limit_100,Administrative Management,"[""Administrative Management"", ""Bureaucratic Administration"", ""administrative organisation"", ""business administration"", ""administrative reform""]",5,2.9173173904418945,False,True,True,True,1.0,1.0000001192092896,0.3333333333333333
topic-3792,administrative procedural law,administrative litigation,mas_v3_safe_hybrid_llama3.2_3b_limit_100,administrative law,"[""administrative law"", ""administrative litigation"", ""law of civil procedure"", ""Bureaucratic Procedure"", ""Administrative Governance""]",5,2.125779390335083,False,True,True,True,1.0,1.0,0.5
topic-8942,consciousness,awareness,mas_v3_safe_hybrid_llama3.2_3b_limit_100,awareness,"[""awareness"", ""self-awareness"", ""cognition"", ""perception"", ""sentience""]",5,2.2667503356933594,True,True,True,True,1.0,1.0,1.0
topic-2278,bible (studies),biblical studies,mas_v3_safe_hybrid_llama3.2_3b_limit_100,biblical studies,"[""biblical studies"", ""bible studies; new testament"", ""Bible and culture"", ""New Testament studies"", ""bible studies; exegesis""]",5,2.8159701824188232,True,True,True,True,1.0,1.000000238418579,1.0
topic-2332,bible as literature,scriptural literature,mas_v3_safe_hybrid_llama3.2_3b_limit_100,bible (studies),"[""bible (studies)"", ""Bible and culture"", ""biblical studies"", ""Bible interpretation"", ""scriptural literature""]",5,2.8631534576416016,False,True,False,True,1.0,0.9999998211860657,0.2
topic-16882,Bible and culture,scriptural influence on culture,mas_v3_safe_hybrid_llama3.2_3b_limit_100,bible (studies),"[""bible (studies)"", ""Cultural Significance of Scripture"", ""bible as literature"", ""biblical studies"", ""bible studies; new testament""]",5,2.800663709640503,False,False,False,False,0.6461538461538461,0.5453464984893799,0.0
topic-2330,bible translations,scripture translations,mas_v3_safe_hybrid_llama3.2_3b_limit_100,scripture translations,"[""scripture translations"", ""Bible interpretation"", ""bible (studies)"", ""Religious scriptures"", ""Bible and culture""]",5,2.536172866821289,True,True,True,True,1.0,1.0000001192092896,1.0
topic-1344,bible studies; exegesis,Bible interpretation,mas_v3_safe_hybrid_llama3.2_3b_limit_100,bible (studies),"[""bible (studies)"", ""biblical studies"", ""bible studies; new testament"", ""New Testament studies"", ""Sacred Scripture Study""]",5,2.5866031646728516,False,False,False,False,0.5531914893617021,0.600333571434021,0.0
topic-1346,bible studies; new testament,New Testament studies,mas_v3_safe_hybrid_llama3.2_3b_limit_100,New Testament studies,"[""New Testament studies"", ""bible (studies)"", ""biblical studies"", ""Testamentary Study"", ""bible studies; exegesis""]",5,2.5074212551116943,True,True,True,True,1.0,1.0,1.0
topic-1348,biodiversity,natural diversity,mas_v3_safe_hybrid_llama3.2_3b_limit_100,natural diversity,"[""natural diversity"", ""biotic diversity"", ""diversity"", ""species composition"", ""endangered species""]",5,2.6371922492980957,True,True,True,True,1.0,1.0000001192092896,1.0
topic-12123,"Blanchot, Maurice (1907-2003)",literary philosopher,mas_v3_safe_hybrid_llama3.2_3b_limit_100,Maurice Merleau-Ponty,"[""Maurice Merleau-Ponty"", ""Emmanuel Levinas"", ""Martin Heidegger"", ""Simone Weil"", ""adorno""]",5,2.5197513103485107,False,False,False,False,0.38888888888888884,0.35362857580184937,0.0
topic-1351,urban planning and building law,city planning regulations,mas_v3_safe_hybrid_llama3.2_3b_limit_100,Urban Development Law,"[""Urban Development Law"", ""City Planning Regulation"", ""city planning regulations"", ""Regulatory Urban Design"", ""Municipal Land Use Policy""]",5,1.7144265174865723,False,True,True,True,1.0,0.9999997615814209,0.3333333333333333
topic-1352,brabant,Brabant region,mas_v3_safe_hybrid_llama3.2_3b_limit_100,Brabant region,"[""Brabant region"", ""Dutch region"", ""Flanders"", ""Southern Netherlands"", ""Burgundian region""]",5,2.2867672443389893,True,True,True,True,1.0,1.0000001192092896,1.0
topic-1402,Letter of James,Epistle of James,mas_v3_safe_hybrid_llama3.2_3b_limit_100,The Letter of James,"[""The Letter of James"", ""The Epistle of James"", ""Letter of the Apostle James"", ""Epistle of James"", ""bible translations""]",5,1.3889200687408447,False,True,False,True,1.0,1.0,0.25
