topic,term,ground_truth,method,prediction,candidates,num_final_candidates,time_seconds,exact_top1,exact_any,fuzzy_similarity,semantic_similarity,top_3_accuracy,top_5_accuracy,mrr
topic-1280,agricultural economy,agricultural economics,embedding_limit_100,agricultural economics,"[""agricultural economics"", ""business economics"", ""economic statistics"", ""employment economics"", ""labour economics""]",5,0.022748708724975586,True,True,1.0,1.0,True,True,1.0
topic-7782,aggression,hostility,embedding_limit_100,hostility,"[""hostility"", ""mediation"", ""attitudes"", ""conflict resolution"", ""anxiety""]",5,0.01990509033203125,True,True,1.0,0.9999997615814209,True,True,1.0
topic-5124,alcohol addiction,alcohol dependence,embedding_limit_100,alcohol dependence,"[""alcohol dependence"", ""anxiety"", ""adhd"", ""aggression"", ""attention deficit disorder""]",5,0.02056598663330078,True,True,1.0,1.0000001192092896,True,True,1.0
topic-2500,general econometrics,economic statistics,embedding_limit_100,economic statistics,"[""economic statistics"", ""business economics"", ""managerial economics"", ""employment economics"", ""agricultural economics""]",5,0.02001786231994629,True,True,1.0,1.0,True,True,1.0
topic-2501,alliances and joint ventures,strategic partnerships,embedding_limit_100,strategic partnerships,"[""strategic partnerships"", ""financial partnerships"", ""companies"", ""bank - firm relationships"", ""businesses""]",5,0.02005171775817871,True,True,1.0,1.0000001192092896,True,True,1.0
topic-1285,foreigners,strangers,embedding_limit_100,refugees,"[""refugees"", ""Americanisation"", ""americanization"", ""asylum seekers"", ""cultural adaptation""]",5,0.02182173728942871,False,False,0.4705882352941176,0.36317044496536255,False,False,0.0
topic-10501,americanization,Americanisation,embedding_limit_100,Americanisation,"[""Americanisation"", ""foreigners"", ""cultural adaptation"", ""destitution"", ""acculturation""]",5,0.021129846572875977,True,True,1.0,0.9999998807907104,True,True,1.0
topic-9362,anxiety,worry,embedding_limit_100,worry,"[""worry"", ""adhd"", ""attention deficit disorder"", ""aggression"", ""mindset""]",5,0.02056288719177246,True,True,1.0,1.0000003576278687,True,True,1.0
topic-16802,"Antarctic, Arctic, Polar Regions",polar areas,embedding_limit_100,polar areas,"[""polar areas"", ""Sub-Saharan region"", ""africa"", ""natural diversity"", ""biodiversity""]",5,0.020183086395263672,True,True,1.0,1.000000238418579,True,True,1.0
topic-1290,"anthropology and philosophy of religion, relation",relationship between anthropology and religious philosophy,embedding_limit_100,relationship between anthropology and religious philosophy,"[""relationship between anthropology and religious philosophy"", ""Bible and culture"", ""scriptural influence on culture"", ""bible (studies)"", ""biblical studies""]",5,0.020180225372314453,True,True,1.0,1.0,True,True,1.0
topic-1291,arabic,Arabian,embedding_limit_100,Arabian,"[""Arabian"", ""berber language"", ""bible translations"", ""Sub-Saharan region"", ""scripture translations""]",5,0.02349710464477539,True,True,1.0,1.000000238418579,True,True,1.0
topic-1292,labour and health,occupational health,embedding_limit_100,labour issues,"[""labour issues"", ""labour economics"", ""labour market"", ""labour market issues"", ""labour law""]",5,0.020502567291259766,False,False,0.3125,0.31676191091537476,False,False,0.0
topic-1293,industrial and organisational psychology,work psychology,embedding_limit_100,work psychology,"[""work psychology"", ""industrial/labour relations"", ""occupational ethics"", ""employment economics"", ""employment relations""]",5,0.020906686782836914,True,True,1.0,1.0,True,True,1.0
topic-6581,working hours,working time,embedding_limit_100,working time,"[""working time"", ""reduction of working hours"", ""work participation"", ""work psychology"", ""workweek reduction""]",5,0.020592212677001953,True,True,1.0,0.9999998807907104,True,True,1.0
topic-1296,labour economics,employment economics,embedding_limit_100,labour market,"[""labour market"", ""labour market policy"", ""employment economics"", ""labour market issues"", ""labour issues""]",5,0.019826173782348633,False,True,1.0,1.0000001192092896,True,True,0.3333333333333333
topic-2201,labour market,employment market,embedding_limit_100,labour market issues,"[""labour market issues"", ""labour economics"", ""labour market policy"", ""employment market"", ""labour issues""]",5,0.022346973419189453,False,True,1.0,1.0000001192092896,False,True,0.25
topic-6603,labour market policy,employment policy,embedding_limit_100,labour market,"[""labour market"", ""labour economics"", ""labour market issues"", ""employment policy"", ""labour law""]",5,0.021650075912475586,False,True,1.0,0.9999998807907104,False,True,0.25
topic-1298,labour market issues,employment issues,embedding_limit_100,labour issues,"[""labour issues"", ""labour market"", ""labour market policy"", ""labour economics"", ""employment issues""]",5,0.023382902145385742,False,True,1.0,1.000000238418579,False,True,0.2
topic-1299,job motivation,work motivation,embedding_limit_100,work motivation,"[""work motivation"", ""work psychology"", ""employment participation"", ""work participation"", ""employment economics""]",5,0.020557641983032227,True,True,1.0,1.0000001192092896,True,True,1.0
topic-6661,working conditions,employment conditions,embedding_limit_100,working conditions creation,"[""working conditions creation"", ""employment conditions"", ""employment issues"", ""working time"", ""employment policy""]",5,0.02339315414428711,False,True,1.0,1.0,True,True,0.5
topic-1300,work participation,employment participation,embedding_limit_100,employment participation,"[""employment participation"", ""work motivation"", ""working time"", ""work psychology"", ""working hours""]",5,0.022793292999267578,True,True,1.0,1.0,True,True,1.0
topic-1301,labour law,employment law,embedding_limit_100,employment law,"[""employment law"", ""labour economics"", ""labour market policy"", ""labour issues"", ""labour market""]",5,0.02069854736328125,True,True,1.0,0.9999999403953552,True,True,1.0
topic-1303,reduction of working hours,workweek reduction,embedding_limit_100,workweek reduction,"[""workweek reduction"", ""working hours"", ""working time"", ""work participation"", ""quality of worklife""]",5,0.02394390106201172,True,True,1.0,1.000000238418579,True,True,1.0
topic-1302,industrial/labour relations,employment relations,embedding_limit_100,employment relations,"[""employment relations"", ""labour economics"", ""labour market"", ""labour market issues"", ""labour issues""]",5,0.022168397903442383,True,True,1.0,1.0,True,True,1.0
topic-1305,working conditions creation,quality of worklife,embedding_limit_100,working conditions,"[""working conditions"", ""employment conditions"", ""employment policy"", ""employment law"", ""employment issues""]",5,0.020266294479370117,False,False,0.33333333333333337,0.41312411427497864,False,False,0.0
topic-1306,labour issues,employment issues,embedding_limit_100,labour market issues,"[""labour market issues"", ""labour economics"", ""labour market"", ""labour and health"", ""employment issues""]",5,0.020303964614868164,False,True,1.0,1.000000238418579,False,True,0.2
topic-4081,arbitration,dispute arbitration,embedding_limit_100,dispute arbitration,"[""dispute arbitration"", ""civil litigation law"", ""administrative litigation"", ""mediation"", ""conflict resolution""]",5,0.022068023681640625,True,True,1.0,1.000000238418579,True,True,1.0
topic-3937,reasoning,logical argumentation,embedding_limit_100,logical argumentation,"[""logical argumentation"", ""decision theory"", ""mindset"", ""Bayesian inference"", ""decision making""]",5,0.019899845123291016,True,True,1.0,1.0000001192092896,True,True,1.0
topic-5627,aristoteles,Aristotle,embedding_limit_100,Aristotle,"[""Aristotle"", ""augustine"", ""St. Augustine"", ""adorno"", ""auditors""]",5,0.02163386344909668,True,True,1.0,1.0,True,True,1.0
topic-2517,poverty,destitution,embedding_limit_100,refugees,"[""refugees"", ""africa"", ""agricultural economics"", ""labour market"", ""labour economics""]",5,0.02020120620727539,False,False,0.303030303030303,0.22784623503684998,False,False,0.0
topic-2519,asylum seekers,refugees,embedding_limit_100,refugees,"[""refugees"", ""foreigners"", ""strangers"", ""labour issues"", ""africa""]",5,0.02065443992614746,True,True,1.0,1.0,True,True,1.0
topic-1309,asset liability management,balance sheet management,embedding_limit_100,liability law,"[""liability law"", ""financial accounting"", ""accounting"", ""balance sheet management"", ""accountancy""]",5,0.021004915237426758,False,True,1.0,1.000000238418579,False,True,0.25
topic-21,attitudes,mindset,embedding_limit_100,mindset,"[""mindset"", ""autonomy and moral"", ""awareness"", ""aggression"", ""hostility""]",5,0.021570920944213867,True,True,1.0,0.9999998807907104,True,True,1.0
topic-6701,auditory perception,hearing perception,embedding_limit_100,hearing perception,"[""hearing perception"", ""consciousness"", ""attitudes"", ""decision theory"", ""awareness""]",5,0.026130199432373047,True,True,1.0,1.0000001192092896,True,True,1.0
topic-3542,augustine,St. Augustine,embedding_limit_100,St. Augustine,"[""St. Augustine"", ""Aristotle"", ""aristoteles"", ""africa"", ""biblical studies""]",5,0.023271799087524414,True,True,1.0,1.0,True,True,1.0
topic-1313,automatic language analysis,computational linguistics,embedding_limit_100,computational linguistics,"[""computational linguistics"", ""automation"", ""decision analysis"", ""business analytics"", ""berber language""]",5,0.020554065704345703,True,True,1.0,1.0,True,True,1.0
topic-3966,automation,mechanization,embedding_limit_100,IT management,"[""IT management"", ""decision support systems"", ""information systems management"", ""information management and technology"", ""decision process""]",5,0.019897937774658203,False,False,0.41379310344827597,0.25089842081069946,False,False,0.0
topic-1905,autonomy and moral,self-governance and ethics,embedding_limit_100,self-governance and ethics,"[""self-governance and ethics"", ""business ethics"", ""corporate ethics"", ""professional ethics"", ""occupational ethics""]",5,0.02253580093383789,True,True,1.0,1.0,True,True,1.0
topic-2527,bank - firm relationships,financial partnerships,embedding_limit_100,banking law,"[""banking law"", ""banking systems"", ""financial partnerships"", ""financial systems"", ""accountancy""]",5,0.021258831024169922,False,True,1.0,0.9999999403953552,True,True,0.3333333333333333
topic-5721,banking law,financial law,embedding_limit_100,financial law,"[""financial law"", ""banking systems"", ""bank - firm relationships"", ""regulatory law"", ""financial auditing""]",5,0.020205259323120117,True,True,1.0,1.0000001192092896,True,True,1.0
topic-1316,banking systems,financial systems,embedding_limit_100,financial systems,"[""financial systems"", ""banking law"", ""bank - firm relationships"", ""accountancy"", ""financial auditing""]",5,0.02144145965576172,True,True,1.0,0.9999999403953552,True,True,1.0
topic-1318,primary education,elementary education,embedding_limit_100,elementary education,"[""elementary education"", ""business studies"", ""poverty"", ""public administration"", ""accounting""]",5,0.020398855209350586,True,True,1.0,1.000000238418579,True,True,1.0
topic-5221,bayesian statistics,Bayesian inference,embedding_limit_100,Bayesian inference,"[""Bayesian inference"", ""economic statistics"", ""business analytics"", ""decision theory"", ""decision analysis""]",5,0.02344489097595215,True,True,1.0,1.0000001192092896,True,True,1.0
topic-4283,corporate policy and strategy,business strategy,embedding_limit_100,business strategy,"[""business strategy"", ""policy analysis"", ""strategic partnerships"", ""managerial economics"", ""policy evaluation""]",5,0.02086043357849121,True,True,1.0,1.000000238418579,True,True,1.0
topic-1998,business communication and ethics,corporate communication ethics,embedding_limit_100,corporate communication ethics,"[""corporate communication ethics"", ""business ethics"", ""corporate ethics"", ""professional ethics"", ""occupational ethics""]",5,0.02072620391845703,True,True,1.0,1.0000001192092896,True,True,1.0
topic-5551,business modelling,business analytics,embedding_limit_100,business strategy,"[""business strategy"", ""business analytics"", ""business economics"", ""business studies"", ""businesses""]",5,0.02070927619934082,False,True,1.0,1.0,True,True,0.5
topic-1320,business economics,managerial economics,embedding_limit_100,managerial economics,"[""managerial economics"", ""employment economics"", ""business studies"", ""businesses"", ""labour economics""]",5,0.022067785263061523,True,True,1.0,1.0000001192092896,True,True,1.0
topic-1321,business ethics,corporate ethics,embedding_limit_100,corporate ethics,"[""corporate ethics"", ""business communication and ethics"", ""professional ethics"", ""corporate communication ethics"", ""occupational ethics""]",5,0.021652936935424805,True,True,1.0,1.0,True,True,1.0
topic-2532,business studies,business administration,embedding_limit_100,businesses,"[""businesses"", ""business economics"", ""business administration"", ""business strategy"", ""business analytics""]",5,0.020406246185302734,False,True,1.0,0.9999999403953552,True,True,0.3333333333333333
topic-15222,Firm relocation,business relocation,embedding_limit_100,business relocation,"[""business relocation"", ""employment economics"", ""employment market"", ""companies"", ""labour market""]",5,0.020353317260742188,True,True,1.0,1.0000001192092896,True,True,1.0
topic-7801,companies,businesses,embedding_limit_100,businesses,"[""businesses"", ""stocks"", ""business administration"", ""corporate ethics"", ""auditors""]",5,0.020142078399658203,True,True,1.0,0.9999998807907104,True,True,1.0
topic-8685,bounded rationality,limited rationality,embedding_limit_100,limited rationality,"[""limited rationality"", ""consciousness"", ""reasoning"", ""adorno"", ""decision analysis""]",5,0.021942138671875,True,True,1.0,1.0000001192092896,True,True,1.0
topic-5681,information systems management,IT management,embedding_limit_100,information management and technology,"[""information management and technology"", ""IT management"", ""business administration"", ""decision support systems"", ""administrative organisation""]",5,0.02184319496154785,False,True,1.0,1.0000001192092896,True,True,0.5
topic-2536,taxes,levies,embedding_limit_100,tax law,"[""tax law"", ""fiscal law"", ""accounting"", ""financial law"", ""businesses""]",5,0.020261049270629883,False,False,0.375,0.2261219471693039,False,False,0.0
topic-1327,tax law,fiscal law,embedding_limit_100,taxes,"[""taxes"", ""fiscal law"", ""financial law"", ""labour law"", ""liability law""]",5,0.02038288116455078,False,True,1.0,1.0,True,True,0.5
topic-1328,investment,investing,embedding_limit_100,investing,"[""investing"", ""investment fund"", ""investor behaviour"", ""mutual fund"", ""Investor psychology""]",5,0.02110147476196289,True,True,1.0,1.0,True,True,1.0
topic-11441,investor behaviour,Investor psychology,embedding_limit_100,Investor psychology,"[""Investor psychology"", ""investment"", ""investing"", ""stock market"", ""stocks""]",5,0.022138357162475586,True,True,1.0,1.0,True,True,1.0
topic-6461,mutual fund,investment fund,embedding_limit_100,investment fund,"[""investment fund"", ""investing"", ""investment"", ""stock market"", ""Investor psychology""]",5,0.020247936248779297,True,True,1.0,1.0000001192092896,True,True,1.0
topic-1331,policy evaluation,policy analysis,embedding_limit_100,policy analysis,"[""policy analysis"", ""employment policy"", ""corporate policy and strategy"", ""decision analysis"", ""decision aid systems""]",5,0.020329713821411133,True,True,1.0,1.0,True,True,1.0
topic-4681,mediation,conflict resolution,embedding_limit_100,conflict resolution,"[""conflict resolution"", ""aggression"", ""hostility"", ""arbitration"", ""dispute arbitration""]",5,0.020650386810302734,True,True,1.0,1.000000238418579,True,True,1.0
topic-9022,assertive outreach,proactive engagement,embedding_limit_100,mediation,"[""mediation"", ""proactive engagement"", ""decision aid systems"", ""actual pastoral liturgical practice"", ""bible studies; exegesis""]",5,0.02019810676574707,False,True,1.0,1.0,True,True,0.5
topic-2541,berber language,Tamazight,embedding_limit_100,arabic,"[""arabic"", ""Arabian"", ""Sub-Saharan region"", ""brabant"", ""bible translations""]",5,0.02165365219116211,False,False,0.4,0.28281813859939575,False,False,0.0
topic-1997,occupational ethics,professional ethics,embedding_limit_100,professional ethics,"[""professional ethics"", ""Occupational ethics for ministers"", ""business ethics"", ""corporate ethics"", ""occupational health""]",5,0.023667573928833008,True,True,1.0,1.0,True,True,1.0
topic-15902,Occupational ethics for ministers,ministerial ethics,embedding_limit_100,ministerial ethics,"[""ministerial ethics"", ""occupational ethics"", ""professional ethics"", ""business ethics"", ""business communication and ethics""]",5,0.021491289138793945,True,True,1.0,1.0000001192092896,True,True,1.0
topic-4353,occupational diseases,work-related illnesses,embedding_limit_100,occupational health,"[""occupational health"", ""work-related illnesses"", ""occupational ethics"", ""labour and health"", ""employment conditions""]",5,0.020671367645263672,False,True,1.0,1.0,True,True,0.5
topic-16804,protected species,endangered species,embedding_limit_100,endangered species,"[""endangered species"", ""biodiversity"", ""natural diversity"", ""responsibility law"", ""liability law""]",5,0.020453453063964844,True,True,1.0,1.0000001192092896,True,True,1.0
topic-2542,decision theory,decision analysis,embedding_limit_100,decision analysis,"[""decision analysis"", ""decision process"", ""decision making"", ""decision support systems"", ""decision aid systems""]",5,0.023019075393676758,True,True,1.0,1.0000001192092896,True,True,1.0
topic-2643,decision support systems,decision aid systems,embedding_limit_100,decision aid systems,"[""decision aid systems"", ""decision process"", ""decision making"", ""decision analysis"", ""decision theory""]",5,0.02165675163269043,True,True,1.0,0.9999998807907104,True,True,1.0
topic-6807,decision making,decision process,embedding_limit_100,decision process,"[""decision process"", ""decision analysis"", ""decision theory"", ""decision support systems"", ""decision aid systems""]",5,0.021826744079589844,True,True,1.0,0.9999997615814209,True,True,1.0
topic-1337,information management and technology,information systems management,embedding_limit_100,information systems management,"[""information systems management"", ""IT management"", ""business administration"", ""non-profit management"", ""decision process""]",5,0.020479679107666016,True,True,1.0,1.000000238418579,True,True,1.0
topic-1338,administrative reform,bureaucratic reform,embedding_limit_100,bureaucratic reform,"[""bureaucratic reform"", ""public administration"", ""administrative organisation"", ""administrative law"", ""administrative litigation""]",5,0.020729780197143555,True,True,1.0,1.0,True,True,1.0
topic-1340,management of non-profit organisations,non-profit management,embedding_limit_100,non-profit management,"[""non-profit management"", ""administrative organisation"", ""information systems management"", ""managerial economics"", ""corporate policy and strategy""]",5,0.021755456924438477,True,True,1.0,1.0000001192092896,True,True,1.0
topic-1341,public administration,administrative organisation,embedding_limit_100,administrative organisation,"[""administrative organisation"", ""business administration"", ""administrative reform"", ""administrative law"", ""bureaucratic reform""]",5,0.0222165584564209,True,True,1.0,1.0000001192092896,True,True,1.0
topic-3792,administrative procedural law,administrative litigation,embedding_limit_100,administrative law,"[""administrative law"", ""administrative litigation"", ""law of civil procedure"", ""administrative organisation"", ""administrative reform""]",5,0.020209074020385742,False,True,1.0,1.0,True,True,0.5
topic-8942,consciousness,awareness,embedding_limit_100,awareness,"[""awareness"", ""mindset"", ""acculturation"", ""auditory perception"", ""levies""]",5,0.02122640609741211,True,True,1.0,1.0,True,True,1.0
topic-2278,bible (studies),biblical studies,embedding_limit_100,biblical studies,"[""biblical studies"", ""bible studies; new testament"", ""New Testament studies"", ""Bible and culture"", ""bible studies; exegesis""]",5,0.022100210189819336,True,True,1.0,1.000000238418579,True,True,1.0
topic-2332,bible as literature,scriptural literature,embedding_limit_100,bible (studies),"[""bible (studies)"", ""Bible and culture"", ""Bible interpretation"", ""bible translations"", ""bible studies; new testament""]",5,0.023029327392578125,False,False,0.4390243902439024,0.4801243543624878,False,False,0.0
topic-16882,Bible and culture,scriptural influence on culture,embedding_limit_100,bible (studies),"[""bible (studies)"", ""bible as literature"", ""biblical studies"", ""bible studies; new testament"", ""bible translations""]",5,0.021297931671142578,False,False,0.4,0.30407750606536865,False,False,0.0
topic-2330,bible translations,scripture translations,embedding_limit_100,scripture translations,"[""scripture translations"", ""Bible interpretation"", ""bible as literature"", ""bible (studies)"", ""Bible and culture""]",5,0.022049665451049805,True,True,1.0,1.0000001192092896,True,True,1.0
topic-1344,bible studies; exegesis,Bible interpretation,embedding_limit_100,bible (studies),"[""bible (studies)"", ""biblical studies"", ""bible studies; new testament"", ""New Testament studies"", ""Bible and culture""]",5,0.020163297653198242,False,False,0.5531914893617021,0.600333571434021,False,False,0.0
topic-1346,bible studies; new testament,New Testament studies,embedding_limit_100,New Testament studies,"[""New Testament studies"", ""biblical studies"", ""bible (studies)"", ""bible studies; exegesis"", ""bible as literature""]",5,0.02212667465209961,True,True,1.0,1.0,True,True,1.0
topic-1348,biodiversity,natural diversity,embedding_limit_100,natural diversity,"[""natural diversity"", ""endangered species"", ""protected species"", ""africa"", ""cultural adaptation""]",5,0.020945310592651367,True,True,1.0,1.0000001192092896,True,True,1.0
topic-12123,"Blanchot, Maurice (1907-2003)",literary philosopher,embedding_limit_100,financial examiners,"[""financial examiners"", ""Antarctic, Arctic, Polar Regions"", ""accounting"", ""auditors"", ""critical theorist""]",5,0.021442174911499023,False,False,0.3783783783783784,0.5104997158050537,False,False,0.0
topic-1351,urban planning and building law,city planning regulations,embedding_limit_100,city planning regulations,"[""city planning regulations"", ""law of civil procedure"", ""administrative procedural law"", ""labour law"", ""administrative law""]",5,0.019632816314697266,True,True,1.0,0.9999997615814209,True,True,1.0
topic-1352,brabant,Brabant region,embedding_limit_100,Brabant region,"[""Brabant region"", ""berber language"", ""Arabian"", ""administrative organisation"", ""adorno""]",5,0.020149946212768555,True,True,1.0,0.9999998807907104,True,True,1.0
topic-1402,Letter of James,Epistle of James,embedding_limit_100,Epistle of James,"[""Epistle of James"", ""bible translations"", ""scriptural literature"", ""bible as literature"", ""Aristotle""]",5,0.02190113067626953,True,True,1.0,1.0,True,True,1.0
topic-1356,law of civil procedure,civil litigation law,embedding_limit_100,civil litigation law,"[""civil litigation law"", ""administrative procedural law"", ""administrative law"", ""labour law"", ""responsibility law""]",5,0.02199268341064453,True,True,1.0,1.0,True,True,1.0
