topic,term,ground_truth,method,prediction,candidates,num_final_candidates,time_seconds,exact_top1,exact_any,fuzzy_similarity,semantic_similarity,top_3_accuracy,top_5_accuracy,mrr
topic-4079,administrative law,regulatory law,llm_llama3.2_3b_limit_100,Regulatory Law,"[""Regulatory Law"", ""Public Policy"", ""Government Regulation"", ""Administrative Justice"", ""Statutory Law""]",5,0.5831053256988525,True,True,1.0,1.0,True,True,1.0
topic-2276,adorno,critical theorist,llm_llama3.2_3b_limit_100,Critique,"[""Critique"", ""Theory"", ""Philosophy"", ""Marxism"", ""Hegemony""]",5,0.5762436389923096,False,False,0.48,0.5202205181121826,False,False,0.0
topic-2250,africa,Sub-Saharan region,llm_llama3.2_3b_limit_100,Continent,"[""Continent"", ""Region"", ""Sub-Saharan"", ""Sahel"", ""Territory""]",5,0.5485517978668213,False,False,0.7586206896551724,0.9231882095336914,False,False,0.0
topic-1280,agricultural economy,agricultural economics,llm_llama3.2_3b_limit_100,Farm-based economy,"[""Farm-based economy"", ""Rural economy"", ""Agricultural sector"", ""Country economy"", ""Food-based economy""]",5,0.6046645641326904,False,False,0.7804878048780488,0.7650142312049866,False,False,0.0
topic-7782,aggression,hostility,llm_llama3.2_3b_limit_100,Hostility,"[""Hostility"", ""Aggressiveness"", ""Belligerence"", ""Vigorish"", ""Impulsiveness""]",5,0.5944623947143555,True,True,1.0,0.9999997615814209,True,True,1.0
topic-5124,alcohol addiction,alcohol dependence,llm_llama3.2_3b_limit_100,Alcohol dependence,"[""Alcohol dependence"", ""Intoxication disorder"", ""Alcoholic disease"", ""Substance abuse"", ""Binge drinking disorder""]",5,0.6290137767791748,True,True,1.0,1.000000238418579,True,True,1.0
topic-2500,general econometrics,economic statistics,llm_llama3.2_3b_limit_100,Econometric Analysis,"[""Econometric Analysis"", ""Applied Econometrics"", ""Statistical Economics"", ""Economic Modeling"", ""Quantitative Economics""]",5,0.6262185573577881,False,False,0.6666666666666667,0.7994452118873596,False,False,0.0
topic-2501,alliances and joint ventures,strategic partnerships,llm_llama3.2_3b_limit_100,Partnerships,"[""Partnerships"", ""Collaborations"", ""Joint Operations"", ""Strategic Partnerships"", ""Business Associations""]",5,0.5930588245391846,False,True,1.0,0.9999998807907104,False,True,0.25
topic-1285,foreigners,strangers,llm_llama3.2_3b_limit_100,immigrants,"[""immigrants"", ""non-citizens"", ""aliens"", ""expatriates"", ""strangers""]",5,0.5891766548156738,False,True,1.0,1.000000238418579,False,True,0.2
topic-10501,americanization,Americanisation,llm_llama3.2_3b_limit_100,Americanization,"[""Americanization"", ""Cultural Imperialism"", ""Globalization"", ""Westernization"", ""Commercialization""]",5,0.5747392177581787,False,False,0.9333333333333332,0.9272270798683167,False,False,0.0
topic-9362,anxiety,worry,llm_llama3.2_3b_limit_100,Apprehension,"[""Apprehension"", ""Unease"", ""Fret"", ""Distress"", ""Trepidation""]",5,0.5864834785461426,False,False,0.2222222222222222,0.5076680183410645,False,False,0.0
topic-16802,"Antarctic, Arctic, Polar Regions",polar areas,llm_llama3.2_3b_limit_100,Polar Extremes,"[""Polar Extremes"", ""Frozen Zones"", ""Ice Caps"", ""Glacial Regions"", ""Cryospheric Areas""]",5,0.631603479385376,False,False,0.72,0.6841622591018677,False,False,0.0
topic-1290,"anthropology and philosophy of religion, relation",relationship between anthropology and religious philosophy,llm_llama3.2_3b_limit_100,Religious Epistemology,"[""Religious Epistemology"", ""Theology"", ""Philosophy of Religion"", ""Divine Epistemology"", ""Sacred Studies""]",5,0.6695497035980225,False,False,0.375,0.6436766386032104,False,False,0.0
topic-1291,arabic,Arabian,llm_llama3.2_3b_limit_100,Middle Eastern,"[""Middle Eastern"", ""Islamic"", ""Arabian"", ""Oriental"", ""Persian""]",5,0.5576584339141846,False,True,1.0,1.0,True,True,0.3333333333333333
topic-1292,labour and health,occupational health,llm_llama3.2_3b_limit_100,Workplace Wellness,"[""Workplace Wellness"", ""Occupational Health"", ""Health at Work"", ""Employee Wellbeing"", ""Work-Related Health""]",5,0.6198475360870361,False,True,1.0,1.0,True,True,0.5
topic-1293,industrial and organisational psychology,work psychology,llm_llama3.2_3b_limit_100,Work Psychology,"[""Work Psychology"", ""Organizational Behavior"", ""Industrial-Organizational (I-O) Psychology"", ""Occupational Psychology"", ""Human Factors""]",5,0.6575939655303955,True,True,1.0,0.9999998807907104,True,True,1.0
topic-6581,working hours,working time,llm_llama3.2_3b_limit_100,Work Schedule,"[""Work Schedule"", ""Hours Worked"", ""Time Off"", ""Shifts"", ""Working Stints""]",5,0.5699551105499268,False,False,0.7692307692307692,0.6411772966384888,False,False,0.0
topic-1296,labour economics,employment economics,llm_llama3.2_3b_limit_100,Labor Economics,"[""Labor Economics"", ""Economic Labor"", ""Workplace Studies"", ""Industrial Relations"", ""Employment Analysis""]",5,0.5825526714324951,False,False,0.717948717948718,0.8278337121009827,False,False,0.0
topic-2201,labour market,employment market,llm_llama3.2_3b_limit_100,Job Market,"[""Job Market"", ""Workforce"", ""Employment Sector"", ""Labor Force"", ""Industry""]",5,0.546562671661377,False,False,0.7647058823529411,0.8696432113647461,False,False,0.0
topic-6603,labour market policy,employment policy,llm_llama3.2_3b_limit_100,Employment Policy,"[""Employment Policy"", ""Workforce Management Strategy"", ""Labor Market Regulation"", ""Job Creation Initiative"", ""Economic Workforce Development""]",5,0.643665075302124,True,True,1.0,0.9999998807907104,True,True,1.0
topic-1298,labour market issues,employment issues,llm_llama3.2_3b_limit_100,Job Market Challenges,"[""Job Market Challenges"", ""Employment Problems"", ""Workforce Issues"", ""Labor Concerns"", ""Occupational Difficulties""]",5,0.6296589374542236,False,False,0.7222222222222221,0.9552747011184692,False,False,0.0
topic-1299,job motivation,work motivation,llm_llama3.2_3b_limit_100,Work Drive,"[""Work Drive"", ""Professional Incentive"", ""Occupational Enthusiasm"", ""Career Stimulus"", ""Employment Passion""]",5,0.632091760635376,False,False,0.56,0.6207572221755981,False,False,0.0
topic-6661,working conditions,employment conditions,llm_llama3.2_3b_limit_100,Environment,"[""Environment"", ""Setting"", ""Context"", ""Situation"", ""Workspace""]",5,0.49964356422424316,False,False,0.375,0.2985168695449829,False,False,0.0
topic-1300,work participation,employment participation,llm_llama3.2_3b_limit_100,Participation Rate,"[""Participation Rate"", ""Employment Status"", ""Workforce Engagement"", ""Occupational Involvement"", ""Labor Force Participation""]",5,0.633791446685791,False,False,0.6938775510204082,0.7793296575546265,False,False,0.0
topic-1301,labour law,employment law,llm_llama3.2_3b_limit_100,Employment Law,"[""Employment Law"", ""Workplace Legislation"", ""Labor Code"", ""Occupational Law"", ""Regulation of Work""]",5,0.6128842830657959,True,True,1.0,0.9999999403953552,True,True,1.0
topic-1303,reduction of working hours,workweek reduction,llm_llama3.2_3b_limit_100,Shortening,"[""Shortening"", ""Condensing"", ""Reduction"", ""Short-term arrangement"", ""Compressed workweek""]",5,0.5800943374633789,False,False,0.6666666666666667,0.772386908531189,False,False,0.0
topic-1302,industrial/labour relations,employment relations,llm_llama3.2_3b_limit_100,Workplace Relations,"[""Workplace Relations"", ""Industrial Relations"", ""Labor-Management Relations"", ""Employment Relations"", ""Workforce Dynamics""]",5,0.603015661239624,False,True,1.0,0.9999998807907104,False,True,0.25
topic-1305,working conditions creation,quality of worklife,llm_llama3.2_3b_limit_100,Environmental Setup,"[""Environmental Setup"", ""Organizational Culture"", ""Job Environment"", ""Workplace Establishment"", ""Employment Context""]",5,0.58180832862854,False,False,0.3414634146341463,0.457187294960022,False,False,0.0
topic-1306,labour issues,employment issues,llm_llama3.2_3b_limit_100,Workplace Concerns,"[""Workplace Concerns"", ""Employee Problems"", ""Job Issues"", ""Staff Challenges"", ""Employment Concerns""]",5,0.5910494327545166,False,False,0.7222222222222221,0.8731280565261841,False,False,0.0
topic-4081,arbitration,dispute arbitration,llm_llama3.2_3b_limit_100,Mediation,"[""Mediation"", ""Negotiation"", ""Dispute Resolution"", ""Settlement"", ""Conciliation""]",5,0.5800817012786865,False,False,0.7027027027027026,0.7181522846221924,False,False,0.0
topic-3937,reasoning,logical argumentation,llm_llama3.2_3b_limit_100,logic,"[""logic"", ""deduction"", ""inference"", ""argumentation"", ""rationalization""]",5,0.5489799976348877,False,False,0.7647058823529411,0.8445046544075012,False,False,0.0
topic-5627,aristoteles,Aristotle,llm_llama3.2_3b_limit_100,Aristotle,"[""Aristotle"", ""Philosopher King"", ""Ancient Greek Thinker"", ""Classical Scholar"", ""Greek Sage""]",5,0.6161198616027832,True,True,1.0,1.0,True,True,1.0
topic-2517,poverty,destitution,llm_llama3.2_3b_limit_100,Neediness,"[""Neediness"", ""Poorness"", ""Indigence"", ""Want"", ""Deprivation""]",5,0.5672168731689453,False,False,0.6363636363636364,0.3627622127532959,False,False,0.0
topic-2519,asylum seekers,refugees,llm_llama3.2_3b_limit_100,Refugees,"[""Refugees"", ""Displaced persons"", ""Fugitives"", ""Immigrants without status"", ""Stateless individuals""]",5,0.6186971664428711,True,True,1.0,1.0,True,True,1.0
topic-1309,asset liability management,balance sheet management,llm_llama3.2_3b_limit_100,Risk Management,"[""Risk Management"", ""Financial Planning"", ""Portfolio Optimization"", ""Capital Allocation"", ""Wealth Management""]",5,0.5558104515075684,False,False,0.6829268292682926,0.39821964502334595,False,False,0.0
topic-21,attitudes,mindset,llm_llama3.2_3b_limit_100,opinions,"[""opinions"", ""views"", ""perspectives"", ""dispositions"", ""stances""]",5,0.5372450351715088,False,False,0.4,0.5052926540374756,False,False,0.0
topic-6701,auditory perception,hearing perception,llm_llama3.2_3b_limit_100,Hearing,"[""Hearing"", ""Audition"", ""Sound Perception"", ""Acoustic Reception"", ""Sonic Awareness""]",5,0.5660765171051025,False,False,0.7058823529411764,0.8340710997581482,False,False,0.0
topic-3542,augustine,St. Augustine,llm_llama3.2_3b_limit_100,Augustinian,"[""Augustinian"", ""Monastic"", ""Cistercian"", ""Benedictine"", ""Mystical""]",5,0.615739107131958,False,False,0.6956521739130435,0.33974364399909973,False,False,0.0
topic-1313,automatic language analysis,computational linguistics,llm_llama3.2_3b_limit_100,Natural Language Processing,"[""Natural Language Processing"", ""Language Pattern Recognition"", ""Text Analysis"", ""Linguistic Processing"", ""Automated Text Interpretation""]",5,0.6286640167236328,False,False,0.4782608695652174,0.682003378868103,False,False,0.0
topic-3966,automation,mechanization,llm_llama3.2_3b_limit_100,Automation,"[""Automation"", ""Robotization"", ""Mechanization"", ""Self-Service"", ""Process Optimization""]",5,0.5584242343902588,False,True,1.0,1.000000238418579,True,True,0.3333333333333333
topic-1905,autonomy and moral,self-governance and ethics,llm_llama3.2_3b_limit_100,moral agency,"[""moral agency"", ""personal responsibility"", ""ethics and self"", ""self-governance"", ""moral freedom""]",5,0.6202526092529297,False,False,0.7317073170731707,0.8937782049179077,False,False,0.0
topic-2527,bank - firm relationships,financial partnerships,llm_llama3.2_3b_limit_100,Business Partnerships,"[""Business Partnerships"", ""Strategic Alliances"", ""Partnerships"", ""Firm Associations"", ""Commercial Connections""]",5,0.6318728923797607,False,False,0.7058823529411764,0.7815338373184204,False,False,0.0
topic-5721,banking law,financial law,llm_llama3.2_3b_limit_100,Financial Regulation,"[""Financial Regulation"", ""Regulatory Framework"", ""Banking Legislation"", ""Financial Governance"", ""Monetary Law""]",5,0.6618132591247559,False,False,0.7272727272727273,0.7639672756195068,False,False,0.0
topic-1316,banking systems,financial systems,llm_llama3.2_3b_limit_100,Financial Systems,"[""Financial Systems"", ""Banking Infrastructure"", ""Payment Networks"", ""Monetary Institutions"", ""Financial Frameworks""]",5,0.5915985107421875,True,True,1.0,1.000000238418579,True,True,1.0
topic-1318,primary education,elementary education,llm_llama3.2_3b_limit_100,elementary school,"[""elementary school"", ""basic education"", ""kindergarten"", ""early childhood education"", ""first grade""]",5,0.580841064453125,False,False,0.7027027027027026,0.820649266242981,False,False,0.0
topic-5221,bayesian statistics,Bayesian inference,llm_llama3.2_3b_limit_100,Probability Theory,"[""Probability Theory"", ""Inferential Statistics"", ""Bayesian Analysis"", ""Probabilistic Modeling"", ""Statistical Inference""]",5,0.6491715908050537,False,False,0.717948717948718,0.8809241056442261,False,False,0.0
topic-4283,corporate policy and strategy,business strategy,llm_llama3.2_3b_limit_100,Business Plan,"[""Business Plan"", ""Organizational Framework"", ""Corporate Direction"", ""Strategic Guidelines"", ""Enterprise Vision""]",5,0.582496166229248,False,False,0.6666666666666667,0.7386700510978699,False,False,0.0
topic-1998,business communication and ethics,corporate communication ethics,llm_llama3.2_3b_limit_100,Professional Communication,"[""Professional Communication"", ""Corporate Ethics"", ""Workplace Morality"", ""Organizational Conduct"", ""Business Protocol""]",5,0.5783395767211914,False,False,0.6956521739130435,0.8386577367782593,False,False,0.0
topic-5551,business modelling,business analytics,llm_llama3.2_3b_limit_100,Business Strategy,"[""Business Strategy"", ""Entrepreneurial Planning"", ""Organizational Design"", ""Market Analysis Framework"", ""Operational Structure""]",5,0.6028814315795898,False,False,0.6285714285714286,0.5308810472488403,False,False,0.0
topic-1320,business economics,managerial economics,llm_llama3.2_3b_limit_100,commercial economics,"[""commercial economics"", ""economic management"", ""organizational economics"", ""corporate finance"", ""management economics""]",5,0.583742618560791,False,False,0.8,0.9093148708343506,False,False,0.0
topic-1321,business ethics,corporate ethics,llm_llama3.2_3b_limit_100,Corporate Morality,"[""Corporate Morality"", ""Professional Conduct"", ""Moral Business Practices"", ""Ethical Business Behavior"", ""Business Integrity""]",5,0.6070342063903809,False,False,0.6470588235294117,0.804072380065918,False,False,0.0
topic-2532,business studies,business administration,llm_llama3.2_3b_limit_100,Business Education,"[""Business Education"", ""Commercial Science"", ""Management Studies"", ""Organizational Behavior"", ""Economic and Social Sciences""]",5,0.6049573421478271,False,False,0.7317073170731707,0.6230489015579224,False,False,0.0
topic-15222,Firm relocation,business relocation,llm_llama3.2_3b_limit_100,Corporate Relocation,"[""Corporate Relocation"", ""Business Reassignment"", ""Organizational Move"", ""Company Redeployment"", ""Enterprise Relocation""]",5,0.6188902854919434,False,False,0.7,0.9007318615913391,False,False,0.0
topic-7801,companies,businesses,llm_llama3.2_3b_limit_100,Firms,"[""Firms"", ""Enterprises"", ""Organizations"", ""Businesses"", ""Corporations""]",5,0.5526154041290283,False,True,1.0,1.0,False,True,0.25
topic-8685,bounded rationality,limited rationality,llm_llama3.2_3b_limit_100,Limited Rationality,"[""Limited Rationality"", ""Pragmatic Rationality"", ""Restricted Rationality"", ""Practical Rationality"", ""Constrained Rationality""]",5,0.6622323989868164,True,True,1.0,1.000000238418579,True,True,1.0
topic-5681,information systems management,IT management,llm_llama3.2_3b_limit_100,IT Management,"[""IT Management"", ""Computer Systems Administration"", ""Information Technology Management"", ""Digital Asset Management"", ""Technology Governance""]",5,0.6122617721557617,True,True,1.0,1.0,True,True,1.0
topic-2536,taxes,levies,llm_llama3.2_3b_limit_100,Taxes,"[""Taxes"", ""Duties"", ""Assessments"", ""Imposts"", ""Contributions""]",5,0.6032993793487549,False,False,0.5,0.32950347661972046,False,False,0.0
topic-1327,tax law,fiscal law,llm_llama3.2_3b_limit_100,Revenue Code,"[""Revenue Code"", ""Tax Legislation"", ""Statutory Taxation"", ""Income Regulation"", ""Fiscal Policy""]",5,0.6497719287872314,False,False,0.6956521739130435,0.7800379991531372,False,False,0.0
topic-1328,investment,investing,llm_llama3.2_3b_limit_100,Outlay,"[""Outlay"", ""Expenditure"", ""Commitment"", ""Allocation"", ""Capitalization""]",5,0.6083579063415527,False,False,0.34782608695652173,0.3933474123477936,False,False,0.0
topic-11441,investor behaviour,Investor psychology,llm_llama3.2_3b_limit_100,Investment Patterns,"[""Investment Patterns"", ""Portfolio Choices"", ""Risk Tendencies"", ""Financial Decisions"", ""Asset Allocation Habits""]",5,0.6980528831481934,False,False,0.4736842105263158,0.5875126719474792,False,False,0.0
topic-6461,mutual fund,investment fund,llm_llama3.2_3b_limit_100,Investment Pool,"[""Investment Pool"", ""Portfolio Fund"", ""Equity Share"", ""Mutual Investment"", ""Collective Investment""]",5,0.6475424766540527,False,False,0.7333333333333334,0.8767105340957642,False,False,0.0
topic-1331,policy evaluation,policy analysis,llm_llama3.2_3b_limit_100,Assessment,"[""Assessment"", ""Review"", ""Analysis"", ""Evaluation"", ""Appraisal""]",5,0.555938720703125,False,False,0.6956521739130435,0.49193963408470154,False,False,0.0
topic-4681,mediation,conflict resolution,llm_llama3.2_3b_limit_100,Arbitration,"[""Arbitration"", ""Negotiation"", ""Facilitation"", ""Resolution"", ""Interposition""]",5,0.5622828006744385,False,False,0.6896551724137931,0.5080157518386841,False,False,0.0
topic-9022,assertive outreach,proactive engagement,llm_llama3.2_3b_limit_100,aggressive contact,"[""aggressive contact"", ""proactive engagement"", ""initiative outreach"", ""persuasive communication"", ""forward-thinking contact""]",5,0.6224446296691895,False,True,1.0,1.0,True,True,0.5
topic-2541,berber language,Tamazight,llm_llama3.2_3b_limit_100,Amazigh,"[""Amazigh"", ""Tamazight"", ""Berbère"", ""Imazighen"", ""Chaabi""]",5,0.6016836166381836,False,True,1.0,1.000000238418579,True,True,0.5
topic-1997,occupational ethics,professional ethics,llm_llama3.2_3b_limit_100,Professional Conduct,"[""Professional Conduct"", ""Workplace Morality"", ""Occupational Responsibility"", ""Vocational Ethics"", ""Professionally Guided Behavior""]",5,0.6569790840148926,False,False,0.7222222222222221,0.7020489573478699,False,False,0.0
topic-15902,Occupational ethics for ministers,ministerial ethics,llm_llama3.2_3b_limit_100,Ministerial morality,"[""Ministerial morality"", ""Pastoral ethics"", ""Religious leadership standards"", ""Church governance principles"", ""Spiritual accountability""]",5,0.6288142204284668,False,False,0.7272727272727273,0.8596479892730713,False,False,0.0
topic-4353,occupational diseases,work-related illnesses,llm_llama3.2_3b_limit_100,Work-Related Illnesses,"[""Work-Related Illnesses"", ""Occupational Health Hazards"", ""Industrial Diseases"", ""Job-Related Conditions"", ""Workplace Health Risks""]",5,0.6978888511657715,True,True,1.0,1.0,True,True,1.0
topic-16804,protected species,endangered species,llm_llama3.2_3b_limit_100,endangered species,"[""endangered species"", ""vulnerable species"", ""sensitive species"", ""threatened species"", ""conservation species""]",5,0.6125586032867432,True,True,1.0,1.0000001192092896,True,True,1.0
topic-2542,decision theory,decision analysis,llm_llama3.2_3b_limit_100,Game Theory,"[""Game Theory"", ""Risk Management"", ""Policy Analysis"", ""Choice Theory"", ""Strategic Thinking""]",5,0.557370662689209,False,False,0.625,0.5310453176498413,False,False,0.0
topic-2643,decision support systems,decision aid systems,llm_llama3.2_3b_limit_100,Decision Aids,"[""Decision Aids"", ""Business Intelligence Systems"", ""Expert Systems"", ""Knowledge-Based Systems"", ""Analytical Tools""]",5,0.6061134338378906,False,False,0.7878787878787878,0.6736117601394653,False,False,0.0
topic-6807,decision making,decision process,llm_llama3.2_3b_limit_100,problem solving,"[""problem solving"", ""judgment"", ""choice"", ""resolution"", ""governance""]",5,0.5474908351898193,False,False,0.3846153846153846,0.5397650003433228,False,False,0.0
topic-1337,information management and technology,information systems management,llm_llama3.2_3b_limit_100,Information Technology Management,"[""Information Technology Management"", ""IT Governance"", ""Digital Asset Management"", ""Knowledge Management Systems"", ""Data Administration""]",5,0.5840373039245605,False,False,0.7936507936507937,0.8579187393188477,False,False,0.0
topic-1338,administrative reform,bureaucratic reform,llm_llama3.2_3b_limit_100,Policy overhaul,"[""Policy overhaul"", ""Regulatory change"", ""Government restructuring"", ""Administrative modernization"", ""Reorganization""]",5,0.5805535316467285,False,False,0.4242424242424242,0.6858639121055603,False,False,0.0
topic-1340,management of non-profit organisations,non-profit management,llm_llama3.2_3b_limit_100,Non-Profit Governance,"[""Non-Profit Governance"", ""Philanthropic Administration"", ""Charitable Oversight"", ""Social Enterprise Management"", ""Voluntary Sector Leadership""]",5,0.6534271240234375,False,False,0.6666666666666667,0.8090946674346924,False,False,0.0
topic-1341,public administration,administrative organisation,llm_llama3.2_3b_limit_100,Government Administration,"[""Government Administration"", ""Public Service"", ""Administrative Management"", ""Civil Service"", ""Bureaucracy""]",5,0.6037347316741943,False,False,0.7307692307692308,0.8929915428161621,False,False,0.0
topic-3792,administrative procedural law,administrative litigation,llm_llama3.2_3b_limit_100,Regulatory Law,"[""Regulatory Law"", ""Administrative Regulation"", ""Procedural Law"", ""Regulatory Framework"", ""Bureaucratic Law""]",5,0.6624553203582764,False,False,0.84,0.5952928066253662,False,False,0.0
topic-8942,consciousness,awareness,llm_llama3.2_3b_limit_100,awareness,"[""awareness"", ""perception"", ""sentience"", ""cognition"", ""existence""]",5,0.5354743003845215,True,True,1.0,1.0,True,True,1.0
topic-2278,bible (studies),biblical studies,llm_llama3.2_3b_limit_100,Scriptural Analysis,"[""Scriptural Analysis"", ""Sacred Texts Study"", ""Religious Studies"", ""Biblical Interpretation"", ""Sacred Scripture Analysis""]",5,0.6696693897247314,False,False,0.6060606060606061,0.7717266082763672,False,False,0.0
topic-2332,bible as literature,scriptural literature,llm_llama3.2_3b_limit_100,Scriptural Text,"[""Scriptural Text"", ""Sacred Scripture"", ""Religious Canon"", ""Holy Book"", ""Divine Literature""]",5,0.5991487503051758,False,False,0.7777777777777779,0.7112312912940979,False,False,0.0
topic-16882,Bible and culture,scriptural influence on culture,llm_llama3.2_3b_limit_100,Religious Heritage,"[""Religious Heritage"", ""Cultural Scripture"", ""Sacred Textuality"", ""Faith and Tradition"", ""Scriptural Context""]",5,0.6322252750396729,False,False,0.653061224489796,0.5649007558822632,False,False,0.0
topic-2330,bible translations,scripture translations,llm_llama3.2_3b_limit_100,Scriptural renderings,"[""Scriptural renderings"", ""Biblical interpretations"", ""Sacred texts"", ""Religious scriptures"", ""Holy writings""]",5,0.6193792819976807,False,False,0.6511627906976745,0.6978689432144165,False,False,0.0
topic-1344,bible studies; exegesis,Bible interpretation,llm_llama3.2_3b_limit_100,Scriptural Analysis,"[""Scriptural Analysis"", ""Textual Interpretation"", ""Biblical Exposition"", ""Sacred Scripture Study"", ""Hermeneutics""]",5,0.6785974502563477,False,False,0.7619047619047619,0.7095818519592285,False,False,0.0
topic-1346,bible studies; new testament,New Testament studies,llm_llama3.2_3b_limit_100,Scripture Analysis,"[""Scripture Analysis"", ""New Testament Interpretation"", ""Biblical Exegesis"", ""Testament Study"", ""Sacred Text Analysis""]",5,0.6702108383178711,False,False,0.7777777777777779,0.8681516051292419,False,False,0.0
topic-1348,biodiversity,natural diversity,llm_llama3.2_3b_limit_100,diversity,"[""diversity"", ""variety"", ""ecological richness"", ""species richness"", ""biotic diversity""]",5,0.5845913887023926,False,False,0.6923076923076923,0.8268497586250305,False,False,0.0
topic-12123,"Blanchot, Maurice (1907-2003)",literary philosopher,llm_llama3.2_3b_limit_100,French Philosopher,"[""French Philosopher"", ""Existentialist Thinker"", ""Philosophical Critic"", ""Literary Theorist"", ""Postmodern Intellectual""]",5,0.6771516799926758,False,False,0.6842105263157895,0.7859225273132324,False,False,0.0
topic-1351,urban planning and building law,city planning regulations,llm_llama3.2_3b_limit_100,City Planning Law,"[""City Planning Law"", ""Building Regulations"", ""Urban Development Code"", ""Municipal Building Laws"", ""Zoning Ordinance""]",5,0.6430861949920654,False,False,0.7619047619047619,0.8885641098022461,False,False,0.0
topic-1352,brabant,Brabant region,llm_llama3.2_3b_limit_100,Flanders,"[""Flanders"", ""Region"", ""Territory"", ""Province"", ""Area""]",5,0.5647621154785156,False,False,0.6,0.5298903584480286,False,False,0.0
topic-1402,Letter of James,Epistle of James,llm_llama3.2_3b_limit_100,Epistle,"[""Epistle"", ""Letter"", ""Epistula"", ""Communication"", ""Missive""]",5,0.5301830768585205,False,False,0.6086956521739131,0.6963454484939575,False,False,0.0
topic-1356,law of civil procedure,civil litigation law,llm_llama3.2_3b_limit_100,Civil Procedure Code,"[""Civil Procedure Code"", ""Procedure Act"", ""Court Rules"", ""Litigation Law"", ""Procedural Code""]",5,0.6170978546142578,False,False,0.8235294117647058,0.8888916969299316,False,False,0.0
